2m,4m,6m,mm (onlyライブたたき=>1エレガントのセット)
1,7,6,6,92574
9,2,7,1,92574
8,5,4,2,92580
7,8,1,3,92586
8,1,1,10,92592
7,4,8,0,92598
6,7,5,1,92604
7,0,5,8,92610
6,3,2,9,92616
4,9,6,0,92628
5,2,6,7,92634
4,5,3,8,92640
3,8,0,9,92646
3,4,7,6,92658
2,7,4,7,92664
9,5,2,3,92670
1,6,8,5,92682
9,1,9,0,92682
0,9,5,6,92688
8,4,6,1,92688
7,7,3,2,92694
8,0,3,9,92700
7,3,0,10,92706
6,6,7,0,92712
5,9,4,1,92718
6,2,4,8,92724
5,5,1,9,92730
5,1,8,6,92742
4,4,5,7,92748
3,7,2,8,92754
3,3,9,5,92766
2,6,6,6,92772
1,9,3,7,92778
9,4,4,2,92778
8,7,1,3,92784
9,0,1,10,92790
0,8,7,5,92796
8,3,8,0,92796
7,6,5,1,92802
6,9,2,2,92808
7,2,2,9,92814
5,8,6,0,92826
6,1,6,7,92832
5,4,3,8,92838
4,7,0,9,92844
4,3,7,6,92856
3,6,4,7,92862
2,9,1,8,92868
2,5,8,5,92880
1,8,5,6,92886
9,3,6,1,92886
8,6,3,2,92892
7,9,0,3,92898
0,7,9,4,92904
8,2,0,10,92904
7,5,7,0,92910
6,8,4,1,92916
7,1,4,8,92922
6,4,1,9,92928
6,0,8,6,92940
5,3,5,7,92946
4,6,2,8,92952
4,2,9,5,92964
3,5,6,6,92970
2,8,3,7,92976
9,6,1,3,92982
1,7,7,5,92994
9,2,8,0,92994
8,5,5,1,93000
7,8,2,2,93006
8,1,2,9,93012
6,7,6,0,93024
7,0,6,7,93030
6,3,3,8,93036
5,6,0,9,93042
5,2,7,6,93054
4,5,4,7,93060
3,8,1,8,93066
3,4,8,5,93078
2,7,5,6,93084
9,5,3,2,93090
8,8,0,3,93096
1,6,9,4,93102
9,1,0,10,93102
0,9,6,5,93108
8,4,7,0,93108
7,7,4,1,93114
8,0,4,8,93120
7,3,1,9,93126
0,1,10,10,93132
5,9,5,0,93138
6,2,5,7,93144
5,5,2,8,93150
5,1,9,5,93162
4,4,6,6,93168
3,7,3,7,93174
2,6,7,5,93192
1,9,4,6,93198
9,4,5,1,93198
8,7,2,2,93204
9,0,2,9,93210
0,8,8,4,93216
7,6,6,0,93222
6,9,3,1,93228
7,2,3,8,93234
6,5,0,9,93240
6,1,7,6,93252
5,4,4,7,93258
4,7,1,8,93264
4,3,8,5,93276
3,6,5,6,93282
2,9,2,7,93288
9,7,0,3,93294
2,5,9,4,93300
1,8,6,5,93306
9,3,7,0,93306
8,6,4,1,93312
7,9,1,2,93318
8,2,1,9,93324
1,0,10,10,93330
6,8,5,0,93336
7,1,5,7,93342
6,4,2,8,93348
6,0,9,5,93360
5,3,6,6,93366
4,6,3,7,93372
3,9,0,8,93378
3,5,7,5,93390
2,8,4,6,93396
9,6,2,2,93402
1,7,8,4,93414
8,5,6,0,93420
7,8,3,1,93426
8,1,3,8,93432
7,4,0,9,93438
0,2,9,10,93444
7,0,7,6,93450
6,3,4,7,93456
5,6,1,8,93462
5,2,8,5,93474
4,5,5,6,93480
3,8,2,7,93486
3,4,9,4,93498
2,7,6,5,93504
9,5,4,1,93510
8,8,1,2,93516
9,1,1,9,93522
0,9,7,4,93528
7,7,5,0,93534
8,0,5,7,93540
7,3,2,8,93546
6,2,6,6,93564
5,5,3,7,93570
4,8,0,8,93576
4,4,7,5,93588
3,7,4,6,93594
2,6,8,4,93612
1,9,5,5,93618
9,4,6,0,93618
8,7,3,1,93624
9,0,3,8,93630
0,8,9,3,93636
8,3,0,9,93636
1,1,9,10,93642
6,9,4,0,93648
7,2,4,7,93654
6,5,1,8,93660
6,1,8,5,93672
5,4,5,6,93678
4,7,2,7,93684
4,3,9,4,93696
3,6,6,5,93702
2,9,3,6,93708
9,7,1,2,93714
1,8,7,4,93726
8,6,5,0,93732
7,9,2,1,93738
8,2,2,8,93744
0,3,8,10,93756
7,1,6,6,93762
6,4,3,7,93768
5,7,0,8,93774
5,3,7,5,93786
4,6,4,6,93792
3,9,1,7,93798
3,5,8,4,93810
2,8,5,5,93816
9,6,3,1,93822
8,9,0,2,93828
1,7,9,3,93834
9,2,0,9,93834
2,0,9,10,93840
7,8,4,0,93846
8,1,4,7,93852
7,4,1,8,93858
7,0,8,5,93870
6,3,5,6,93876
5,6,2,7,93882
5,2,9,4,93894
4,5,6,5,93900
3,8,3,6,93906
2,7,7,4,93924
9,5,5,0,93930
8,8,2,1,93936
9,1,2,8,93942
0,9,8,3,93948
1,2,8,10,93954
8,0,6,6,93960
7,3,3,7,93966
6,6,0,8,93972
6,2,7,5,93984
5,5,4,6,93990
4,8,1,7,93996
4,4,8,4,94008
3,7,5,5,94014
9,8,0,2,94026
2,6,9,3,94032
1,9,6,4,94038
8,7,4,0,94044
9,0,4,7,94050
8,3,1,8,94056
0,4,7,10,94068
7,2,5,6,94074
6,5,2,7,94080
6,1,9,4,94092
5,4,6,5,94098
4,7,3,6,94104
3,6,7,4,94122
2,9,4,5,94128
9,7,2,1,94134
1,8,8,3,94146
2,1,8,10,94152
7,9,3,0,94158
8,2,3,7,94164
7,5,0,8,94170
0,3,9,9,94176
7,1,7,5,94182
6,4,4,6,94188
5,7,1,7,94194
5,3,8,4,94206
4,6,5,5,94212
3,9,2,6,94218
3,5,9,3,94230
2,8,6,4,94236
9,6,4,0,94242
8,9,1,1,94248
9,2,1,8,94254
1,3,7,10,94266
8,1,5,6,94272
7,4,2,7,94278
7,0,9,4,94290
6,3,6,5,94296
5,6,3,6,94302
4,9,0,7,94308
4,5,7,4,94320
3,8,4,5,94326
2,7,8,3,94344
3,0,8,10,94350
8,8,3,0,94356
9,1,3,7,94362
0,9,9,2,94368
8,4,0,8,94368
1,2,9,9,94374
0,5,6,10,94380
8,0,7,5,94380
7,3,4,6,94386
6,6,1,7,94392
6,2,8,4,94404
5,5,5,5,94410
4,8,2,6,94416
4,4,9,3,94428
3,7,6,4,94434
9,8,1,1,94446
1,9,7,3,94458
2,2,7,10,94464
9,0,5,6,94470
8,3,2,7,94476
0,4,8,9,94488
7,2,6,5,94494
6,5,3,6,94500
5,8,0,7,94506
5,4,7,4,94518
4,7,4,5,94524
3,6,8,3,94542
2,9,5,4,94548
9,7,3,0,94554
1,8,9,2,94566
9,3,0,8,94566
2,1,9,9,94572
1,4,6,10,94578
8,2,4,6,94584
7,5,1,7,94590
7,1,8,4,94602
6,4,5,5,94608
5,7,2,6,94614
5,3,9,3,94626
4,6,6,4,94632
3,9,3,5,94638
2,8,7,3,94656
3,1,7,10,94662
8,9,2,0,94668
9,2,2,7,94674
1,3,8,9,94686
0,6,5,10,94692
8,1,6,5,94692
7,4,3,6,94698
6,7,0,7,94704
6,3,7,4,94716
5,6,4,5,94722
4,9,1,6,94728
4,5,8,3,94740
3,8,5,4,94746
9,9,0,1,94758
2,7,9,2,94764
3,0,9,9,94770
2,3,6,10,94776
9,1,4,6,94782
8,4,1,7,94788
0,5,7,9,94800
8,0,8,4,94800
7,3,5,5,94806
6,6,2,6,94812
6,2,9,3,94824
5,5,6,4,94830
4,8,3,5,94836
3,7,7,3,94854
4,0,7,10,94860
9,8,2,0,94866
1,9,8,2,94878
2,2,8,9,94884
1,5,5,10,94890
9,0,6,5,94890
8,3,3,6,94896
7,6,0,7,94902
0,4,9,8,94908
7,2,7,4,94914
6,5,4,5,94920
5,8,1,6,94926
5,4,8,3,94938
4,7,5,4,94944
3,6,9,2,94962
2,9,6,3,94968
3,2,6,10,94974
9,3,1,7,94986
1,4,7,9,94998
0,7,4,10,95004
8,2,5,5,95004
7,5,2,6,95010
7,1,9,3,95022
6,4,6,4,95028
5,7,3,5,95034
4,6,7,3,95052
3,9,4,4,95058
2,8,8,2,95076
3,1,8,9,95082
2,4,5,10,95088
9,2,3,6,95094
8,5,0,7,95100
1,3,9,8,95106
0,6,6,9,95112
8,1,7,4,95112
7,4,4,5,95118
6,7,1,6,95124
6,3,8,3,95136
5,6,5,4,95142
4,9,2,5,95148
4,5,9,2,95160
3,8,6,3,95166
4,1,6,10,95172
9,9,1,0,95178
2,3,7,9,95196
1,6,4,10,95202
9,1,5,5,95202
8,4,2,6,95208
0,5,8,8,95220
8,0,9,3,95220
7,3,6,4,95226
6,6,3,5,95232
5,9,0,6,95238
5,5,7,3,95250
4,8,4,4,95256
3,7,8,2,95274
4,0,8,9,95280
3,3,5,10,95286
1,9,9,1,95298
9,4,0,7,95298
2,2,9,8,95304
1,5,6,9,95310
9,0,7,4,95310
0,8,3,10,95316
8,3,4,5,95316
7,6,1,6,95322
7,2,8,3,95334
6,5,5,4,95340
5,8,2,5,95346
5,4,9,2,95358
4,7,6,3,95364
5,0,6,10,95370
2,9,7,2,95388
3,2,7,9,95394
2,5,4,10,95400
9,3,2,6,95406
1,4,8,8,95418
0,7,5,9,95424
8,2,6,4,95424
7,5,3,5,95430
6,8,0,6,95436
6,4,7,3,95448
5,7,4,4,95454
4,6,8,2,95472
3,9,5,3,95478
4,2,5,10,95484
2,8,9,1,95496
3,1,9,8,95502
2,4,6,9,95508
1,7,3,10,95514
9,2,4,5,95514
8,5,1,6,95520
0,6,7,8,95532
8,1,8,3,95532
7,4,5,4,95538
6,7,2,5,95544
6,3,9,2,95556
5,6,6,3,95562
4,9,3,4,95568
3,8,7,2,95586
4,1,7,9,95592
3,4,4,10,95598
2,3,8,8,95616
1,6,5,9,95622
9,1,6,4,95622
0,9,2,10,95628
8,4,3,5,95628
7,7,0,6,95634
0,5,9,7,95640
7,3,7,3,95646
6,6,4,4,95652
5,9,1,5,95658
5,5,8,2,95670
4,8,5,3,95676
5,1,5,10,95682
3,7,9,1,95694
4,0,9,8,95700
3,3,6,9,95706
2,6,3,10,95712
9,4,1,6,95718
1,5,7,8,95730
9,0,8,3,95730
0,8,4,9,95736
8,3,5,4,95736
7,6,2,5,95742
7,2,9,2,95754
6,5,6,3,95760
5,8,3,4,95766
4,7,7,2,95784
5,0,7,9,95790
4,3,4,10,95796
2,9,8,1,95808
3,2,8,8,95814
2,5,5,9,95820
1,8,2,10,95826
9,3,3,5,95826
8,6,0,6,95832
1,4,9,7,95838
0,7,6,8,95844
8,2,7,3,95844
7,5,4,4,95850
6,8,1,5,95856
6,4,8,2,95868
5,7,5,3,95874
6,0,5,10,95880
4,6,9,1,95892
3,9,6,2,95898
4,2,6,9,95904
3,5,3,10,95910
2,4,7,8,95928
1,7,4,9,95934
9,2,5,4,95934
8,5,2,5,95940
0,6,8,7,95952
8,1,9,2,95952
7,4,6,3,95958
6,7,3,4,95964
5,6,7,2,95982
4,9,4,3,95988
5,2,4,10,95994
3,8,8,1,96006
4,1,8,8,96012
3,4,5,9,96018
2,7,2,10,96024
9,5,0,6,96030
2,3,9,7,96036
1,6,6,8,96042
9,1,7,3,96042
0,9,3,9,96048
8,4,4,4,96048
7,7,1,5,96054
7,3,8,2,96066
6,6,5,3,96072
5,9,2,4,96078
5,5,9,1,96090
4,8,6,2,96096
5,1,6,9,96102
4,4,3,10,96108
3,3,7,8,96126
2,6,4,9,96132
1,9,1,10,96138
9,4,2,5,96138
1,5,8,7,96150
9,0,9,2,96150
0,8,5,8,96156
8,3,6,3,96156
7,6,3,4,96162
6,9,0,5,96168
6,5,7,2,96180
5,8,4,3,96186
6,1,4,10,96192
4,7,8,1,96204
5,0,8,8,96210
4,3,5,9,96216
3,6,2,10,96222
2,9,9,0,96228
3,2,9,7,96234
2,5,6,8,96240
1,8,3,9,96246
9,3,4,4,96246
8,6,1,5,96252
0,7,7,7,96264
8,2,8,2,96264
7,5,5,3,96270
6,8,2,4,96276
6,4,9,1,96288
5,7,6,2,96294
6,0,6,9,96300
5,3,3,10,96306
3,9,7,1,96318
4,2,7,8,96324
3,5,4,9,96330
2,8,1,10,96336
2,4,8,7,96348
1,7,5,8,96354
9,2,6,3,96354
8,5,3,4,96360
7,8,0,5,96366
0,6,9,6,96372
7,4,7,2,96378
6,7,4,3,96384
7,0,4,10,96390
5,6,8,1,96402
4,9,5,2,96408
5,2,5,9,96414
4,5,2,10,96420
3,8,9,0,96426
4,1,9,7,96432
3,4,6,8,96438
2,7,3,9,96444
9,5,1,5,96450
1,6,7,7,96462
9,1,8,2,96462
0,9,4,8,96468
8,4,5,3,96468
7,7,2,4,96474
7,3,9,1,96486
6,6,6,2,96492
5,9,3,3,96498
6,2,3,10,96504
4,8,7,1,96516
5,1,7,8,96522
4,4,4,9,96528
3,7,1,10,96534
3,3,8,7,96546
2,6,5,8,96552
1,9,2,9,96558
9,4,3,4,96558
8,7,0,5,96564
1,5,9,6,96570
0,8,6,7,96576
8,3,7,2,96576
7,6,4,3,96582
6,9,1,4,96588
6,5,8,1,96600
5,8,5,2,96606
6,1,5,9,96612
5,4,2,10,96618
4,7,9,0,96624
5,0,9,7,96630
4,3,6,8,96636
3,6,3,9,96642
2,9,0,10,96648
2,5,7,7,96660
1,8,4,8,96666
9,3,5,3,96666
8,6,2,4,96672
0,7,8,6,96684
8,2,9,1,96684
7,5,6,2,96690
6,8,3,3,96696
7,1,3,10,96702
5,7,7,1,96714
6,0,7,8,96720
5,3,4,9,96726
4,6,1,10,96732
3,9,8,0,96738
4,2,8,7,96744
3,5,5,8,96750
2,8,2,9,96756
9,6,0,5,96762
2,4,9,6,96768
1,7,6,7,96774
9,2,7,2,96774
8,5,4,3,96780
7,8,1,4,96786
7,4,8,1,96798
6,7,5,2,96804
7,0,5,9,96810
6,3,2,10,96816
5,6,9,0,96822
4,9,6,1,96828
5,2,6,8,96834
4,5,3,9,96840
3,8,0,10,96846
3,4,7,7,96858
2,7,4,8,96864
9,5,2,4,96870
1,6,8,6,96882
9,1,9,1,96882
0,9,5,7,96888
8,4,6,2,96888
7,7,3,3,96894
8,0,3,10,96900
6,6,7,1,96912
5,9,4,2,96918
6,2,4,9,96924
5,5,1,10,96930
4,8,8,0,96936
5,1,8,7,96942
4,4,5,8,96948
3,7,2,9,96954
3,3,9,6,96966
2,6,6,7,96972
1,9,3,8,96978
9,4,4,3,96978
8,7,1,4,96984
0,8,7,6,96996
8,3,8,1,96996
7,6,5,2,97002
6,9,2,3,97008
7,2,2,10,97014
6,5,9,0,97020
5,8,6,1,97026
6,1,6,8,97032
5,4,3,9,97038
4,7,0,10,97044
4,3,7,7,97056
3,6,4,8,97062
2,9,1,9,97068
2,5,8,6,97080
1,8,5,7,97086
9,3,6,2,97086
8,6,3,3,97092
7,9,0,4,97098
0,7,9,5,97104
7,5,7,1,97110
6,8,4,2,97116
7,1,4,9,97122
6,4,1,10,97128
5,7,8,0,97134
6,0,8,7,97140
5,3,5,8,97146
4,6,2,9,97152
4,2,9,6,97164
3,5,6,7,97170
2,8,3,8,97176
9,6,1,4,97182
1,7,7,6,97194
9,2,8,1,97194
8,5,5,2,97200
7,8,2,3,97206
8,1,2,10,97212
7,4,9,0,97218
6,7,6,1,97224
7,0,6,8,97230
6,3,3,9,97236
5,6,0,10,97242
4,9,7,0,97248
5,2,7,7,97254
4,5,4,8,97260
3,8,1,9,97266
3,4,8,6,97278
2,7,5,7,97284
9,5,3,3,97290
8,8,0,4,97296
1,6,9,5,97302
0,9,6,6,97308
8,4,7,1,97308
7,7,4,2,97314
8,0,4,9,97320
7,3,1,10,97326
6,6,8,0,97332
5,9,5,1,97338
6,2,5,8,97344
5,5,2,9,97350
5,1,9,6,97362
4,4,6,7,97368
3,7,3,8,97374
2,6,7,6,97392
1,9,4,7,97398
9,4,5,2,97398
8,7,2,3,97404
9,0,2,10,97410
0,8,8,5,97416
8,3,9,0,97416
7,6,6,1,97422
6,9,3,2,97428
7,2,3,9,97434
6,5,0,10,97440
5,8,7,0,97446
6,1,7,7,97452
5,4,4,8,97458
4,7,1,9,97464
4,3,8,6,97476
3,6,5,7,97482
2,9,2,8,97488
9,7,0,4,97494
2,5,9,5,97500
1,8,6,6,97506
9,3,7,1,97506
8,6,4,2,97512
7,9,1,3,97518
8,2,1,10,97524
7,5,8,0,97530
6,8,5,1,97536
7,1,5,8,97542
6,4,2,9,97548
6,0,9,6,97560
5,3,6,7,97566
4,6,3,8,97572
3,9,0,9,97578
3,5,7,6,97590
2,8,4,7,97596
9,6,2,3,97602
1,7,8,5,97614
9,2,9,0,97614
8,5,6,1,97620
7,8,3,2,97626
8,1,3,9,97632
7,4,0,10,97638
6,7,7,0,97644
7,0,7,7,97650
6,3,4,8,97656
5,6,1,9,97662
5,2,8,6,97674
4,5,5,7,97680
3,8,2,8,97686
3,4,9,5,97698
2,7,6,6,97704
9,5,4,2,97710
8,8,1,3,97716
9,1,1,10,97722
0,9,7,5,97728
8,4,8,0,97728
7,7,5,1,97734
8,0,5,8,97740
7,3,2,9,97746
5,9,6,0,97758
6,2,6,7,97764
5,5,3,8,97770
4,8,0,9,97776
4,4,7,6,97788
3,7,4,7,97794
2,6,8,5,97812
1,9,5,6,97818
9,4,6,1,97818
8,7,3,2,97824
9,0,3,9,97830
0,8,9,4,97836
8,3,0,10,97836
7,6,7,0,97842
6,9,4,1,97848
7,2,4,8,97854
6,5,1,9,97860
6,1,8,6,97872
5,4,5,7,97878
4,7,2,8,97884
4,3,9,5,97896
3,6,6,6,97902
2,9,3,7,97908
9,7,1,3,97914
1,8,7,5,97926
9,3,8,0,97926
8,6,5,1,97932
7,9,2,2,97938
8,2,2,9,97944
6,8,6,0,97956
7,1,6,7,97962
6,4,3,8,97968
5,7,0,9,97974
5,3,7,6,97986
4,6,4,7,97992
3,9,1,8,97998
3,5,8,5,98010
2,8,5,6,98016
9,6,3,2,98022
8,9,0,3,98028
1,7,9,4,98034
9,2,0,10,98034
8,5,7,0,98040
7,8,4,1,98046
8,1,4,8,98052
7,4,1,9,98058
0,2,10,10,98064
7,0,8,6,98070
6,3,5,7,98076
5,6,2,8,98082
5,2,9,5,98094
4,5,6,6,98100
3,8,3,7,98106
2,7,7,5,98124
9,5,5,1,98130
8,8,2,2,98136
9,1,2,9,98142
0,9,8,4,98148
7,7,6,0,98154
8,0,6,7,98160
7,3,3,8,98166
6,6,0,9,98172
6,2,7,6,98184
5,5,4,7,98190
4,8,1,8,98196
4,4,8,5,98208
3,7,5,6,98214
9,8,0,3,98226
2,6,9,4,98232
1,9,6,5,98238
9,4,7,0,98238
8,7,4,1,98244
9,0,4,8,98250
8,3,1,9,98256
1,1,10,10,98262
6,9,5,0,98268
7,2,5,7,98274
6,5,2,8,98280
6,1,9,5,98292
5,4,6,6,98298
4,7,3,7,98304
3,6,7,5,98322
2,9,4,6,98328
9,7,2,2,98334
1,8,8,4,98346
8,6,6,0,98352
7,9,3,1,98358
8,2,3,8,98364
7,5,0,9,98370
0,3,9,10,98376
7,1,7,6,98382
6,4,4,7,98388
5,7,1,8,98394
5,3,8,5,98406
4,6,5,6,98412
3,9,2,7,98418
3,5,9,4,98430
2,8,6,5,98436
9,6,4,1,98442
8,9,1,2,98448
9,2,1,9,98454
2,0,10,10,98460
7,8,5,0,98466
8,1,5,7,98472
7,4,2,8,98478
7,0,9,5,98490
6,3,6,6,98496
5,6,3,7,98502
4,9,0,8,98508
4,5,7,5,98520
3,8,4,6,98526
2,7,8,4,98544
9,5,6,0,98550
8,8,3,1,98556
9,1,3,8,98562
0,9,9,3,98568
8,4,0,9,98568
1,2,9,10,98574
8,0,7,6,98580
7,3,4,7,98586
6,6,1,8,98592
6,2,8,5,98604
5,5,5,6,98610
4,8,2,7,98616
4,4,9,4,98628
3,7,6,5,98634
9,8,1,2,98646
1,9,7,4,98658
8,7,5,0,98664
9,0,5,7,98670
8,3,2,8,98676
0,4,8,10,98688
7,2,6,6,98694
6,5,3,7,98700
5,8,0,8,98706
5,4,7,5,98718
4,7,4,6,98724
3,6,8,4,98742
2,9,5,5,98748
9,7,3,1,98754
1,8,9,3,98766
9,3,0,9,98766
2,1,9,10,98772
7,9,4,0,98778
8,2,4,7,98784
7,5,1,8,98790
7,1,8,5,98802
6,4,5,6,98808
5,7,2,7,98814
5,3,9,4,98826
4,6,6,5,98832
3,9,3,6,98838
2,8,7,4,98856
9,6,5,0,98862
8,9,2,1,98868
9,2,2,8,98874
1,3,8,10,98886
8,1,6,6,98892
7,4,3,7,98898
6,7,0,8,98904
6,3,7,5,98916
5,6,4,6,98922
4,9,1,7,98928
4,5,8,4,98940
3,8,5,5,98946
9,9,0,2,98958
2,7,9,3,98964
3,0,9,10,98970
8,8,4,0,98976
9,1,4,7,98982
8,4,1,8,98988
0,5,7,10,99000
8,0,8,5,99000
7,3,5,6,99006
6,6,2,7,99012
6,2,9,4,99024
5,5,6,5,99030
4,8,3,6,99036
3,7,7,4,99054
9,8,2,1,99066
1,9,8,3,99078
2,2,8,10,99084
9,0,6,6,99090
8,3,3,7,99096
7,6,0,8,99102
0,4,9,9,99108
7,2,7,5,99114
6,5,4,6,99120
5,8,1,7,99126
5,4,8,4,99138
4,7,5,5,99144
3,6,9,3,99162
2,9,6,4,99168
9,7,4,0,99174
9,3,1,8,99186
1,4,7,10,99198
8,2,5,6,99204
7,5,2,7,99210
7,1,9,4,99222
6,4,6,5,99228
5,7,3,6,99234
4,6,7,4,99252
3,9,4,5,99258
2,8,8,3,99276
3,1,8,10,99282
8,9,3,0,99288
9,2,3,7,99294
8,5,0,8,99300
1,3,9,9,99306
0,6,6,10,99312
8,1,7,5,99312
7,4,4,6,99318
6,7,1,7,99324
6,3,8,4,99336
5,6,5,5,99342
4,9,2,6,99348
4,5,9,3,99360
3,8,6,4,99366
9,9,1,1,99378
2,3,7,10,99396
9,1,5,6,99402
8,4,2,7,99408
0,5,8,9,99420
8,0,9,4,99420
7,3,6,5,99426
6,6,3,6,99432
5,9,0,7,99438
5,5,7,4,99450
4,8,4,5,99456
3,7,8,3,99474
4,0,8,10,99480
9,8,3,0,99486
1,9,9,2,99498
9,4,0,8,99498
2,2,9,9,99504
1,5,6,10,99510
9,0,7,5,99510
8,3,4,6,99516
7,6,1,7,99522
7,2,8,4,99534
6,5,5,5,99540
5,8,2,6,99546
5,4,9,3,99558
4,7,6,4,99564
2,9,7,3,99588
3,2,7,10,99594
9,3,2,7,99606
1,4,8,9,99618
0,7,5,10,99624
8,2,6,5,99624
7,5,3,6,99630
6,8,0,7,99636
6,4,7,4,99648
5,7,4,5,99654
4,6,8,3,99672
3,9,5,4,99678
2,8,9,2,99696
3,1,9,9,99702
2,4,6,10,99708
9,2,4,6,99714
8,5,1,7,99720
0,6,7,9,99732
8,1,8,4,99732
7,4,5,5,99738
6,7,2,6,99744
6,3,9,3,99756
5,6,6,4,99762
4,9,3,5,99768
3,8,7,3,99786
4,1,7,10,99792
9,9,2,0,99798
2,3,8,9,99816
1,6,5,10,99822
9,1,6,5,99822
8,4,3,6,99828
7,7,0,7,99834
0,5,9,8,99840
7,3,7,4,99846
6,6,4,5,99852
5,9,1,6,99858
5,5,8,3,99870
4,8,5,4,99876
3,7,9,2,99894
4,0,9,9,99900
3,3,6,10,99906
9,4,1,7,99918
1,5,7,9,99930
9,0,8,4,99930
0,8,4,10,99936
8,3,5,5,99936
7,6,2,6,99942
7,2,9,3,99954
6,5,6,4,99960
5,8,3,5,99966
4,7,7,3,99984
5,0,7,10,99990
2,9,8,2,100008
3,2,8,9,100014
2,5,5,10,100020
9,3,3,6,100026
8,6,0,7,100032
1,4,9,8,100038
0,7,6,9,100044
8,2,7,4,100044
7,5,4,5,100050
6,8,1,6,100056
6,4,8,3,100068
5,7,5,4,100074
4,6,9,2,100092
3,9,6,3,100098
4,2,6,10,100104
2,4,7,9,100128
1,7,4,10,100134
9,2,5,5,100134
8,5,2,6,100140
0,6,8,8,100152
8,1,9,3,100152
7,4,6,4,100158
6,7,3,5,100164
5,6,7,3,100182
4,9,4,4,100188
3,8,8,2,100206
4,1,8,9,100212
3,4,5,10,100218
9,5,0,7,100230
2,3,9,8,100236
1,6,6,9,100242
9,1,7,4,100242
0,9,3,10,100248
8,4,4,5,100248
7,7,1,6,100254
7,3,8,3,100266
6,6,5,4,100272
5,9,2,5,100278
5,5,9,2,100290
4,8,6,3,100296
5,1,6,10,100302
3,3,7,9,100326
2,6,4,10,100332
9,4,2,6,100338
1,5,8,8,100350
9,0,9,3,100350
0,8,5,9,100356
8,3,6,4,100356
7,6,3,5,100362
6,9,0,6,100368
6,5,7,3,100380
5,8,4,4,100386
4,7,8,2,100404
5,0,8,9,100410
4,3,5,10,100416
2,9,9,1,100428
3,2,9,8,100434
2,5,6,9,100440
1,8,3,10,100446
9,3,4,5,100446
8,6,1,6,100452
0,7,7,8,100464
8,2,8,3,100464
7,5,5,4,100470
6,8,2,5,100476
6,4,9,2,100488
5,7,6,3,100494
6,0,6,10,100500
3,9,7,2,100518
4,2,7,9,100524
3,5,4,10,100530
2,4,8,8,100548
1,7,5,9,100554
9,2,6,4,100554
8,5,3,5,100560
7,8,0,6,100566
0,6,9,7,100572
7,4,7,3,100578
6,7,4,4,100584
5,6,8,2,100602
4,9,5,3,100608
5,2,5,10,100614
3,8,9,1,100626
4,1,9,8,100632
3,4,6,9,100638
2,7,3,10,100644
9,5,1,6,100650
1,6,7,8,100662
9,1,8,3,100662
0,9,4,9,100668
8,4,5,4,100668
7,7,2,5,100674
7,3,9,2,100686
6,6,6,3,100692
5,9,3,4,100698
4,8,7,2,100716
5,1,7,9,100722
4,4,4,10,100728
3,3,8,8,100746
2,6,5,9,100752
1,9,2,10,100758
9,4,3,5,100758
8,7,0,6,100764
1,5,9,7,100770
0,8,6,8,100776
8,3,7,3,100776
7,6,4,4,100782
6,9,1,5,100788
6,5,8,2,100800
5,8,5,3,100806
6,1,5,10,100812
4,7,9,1,100824
5,0,9,8,100830
4,3,6,9,100836
3,6,3,10,100842
2,5,7,8,100860
1,8,4,9,100866
9,3,5,4,100866
8,6,2,5,100872
0,7,8,7,100884
8,2,9,2,100884
7,5,6,3,100890
6,8,3,4,100896
5,7,7,2,100914
6,0,7,9,100920
5,3,4,10,100926
3,9,8,1,100938
4,2,8,8,100944
3,5,5,9,100950
2,8,2,10,100956
9,6,0,6,100962
2,4,9,7,100968
1,7,6,8,100974
9,2,7,3,100974
8,5,4,4,100980
7,8,1,5,100986
7,4,8,2,100998
6,7,5,3,101004
7,0,5,10,101010
5,6,9,1,101022
4,9,6,2,101028
5,2,6,9,101034
4,5,3,10,101040
3,4,7,8,101058
2,7,4,9,101064
9,5,2,5,101070
1,6,8,7,101082
9,1,9,2,101082
0,9,5,8,101088
8,4,6,3,101088
7,7,3,4,101094
6,6,7,2,101112
5,9,4,3,101118
6,2,4,10,101124
4,8,8,1,101136
5,1,8,8,101142
4,4,5,9,101148
3,7,2,10,101154
3,3,9,7,101166
2,6,6,8,101172
1,9,3,9,101178
9,4,4,4,101178
8,7,1,5,101184
0,8,7,7,101196
8,3,8,2,101196
7,6,5,3,101202
6,9,2,4,101208
6,5,9,1,101220
5,8,6,2,101226
6,1,6,9,101232
5,4,3,10,101238
4,3,7,8,101256
3,6,4,9,101262
2,9,1,10,101268
2,5,8,7,101280
1,8,5,8,101286
9,3,6,3,101286
8,6,3,4,101292
7,9,0,5,101298
0,7,9,6,101304
7,5,7,2,101310
6,8,4,3,101316
7,1,4,10,101322
5,7,8,1,101334
6,0,8,8,101340
5,3,5,9,101346
4,6,2,10,101352
3,9,9,0,101358
4,2,9,7,101364
3,5,6,8,101370
2,8,3,9,101376
9,6,1,5,101382
1,7,7,7,101394
9,2,8,2,101394
8,5,5,3,101400
7,8,2,4,101406
7,4,9,1,101418
6,7,6,2,101424
7,0,6,9,101430
6,3,3,10,101436
4,9,7,1,101448
5,2,7,8,101454
4,5,4,9,101460
3,8,1,10,101466
3,4,8,7,101478
2,7,5,8,101484
9,5,3,4,101490
8,8,0,5,101496
1,6,9,6,101502
