2m,4m,6m,mm,,,,,,,,,,
6,1,3,5,2553,,,,,,,,,
5,4,0,6,2554,,,,,,,,,
6,2,1,6,2554,,,,,,,,,
7,0,2,6,2554,,,,,,,,,
7,1,0,7,2555,,,,,,,,,
4,9,3,0,2557,,,,,,,,,
5,7,4,0,2557,,,,,,,,,
6,5,5,0,2557,,,,,,,,,
7,3,6,0,2557,,,,,,,,,
8,1,7,0,2557,,,,,,,,,
5,8,2,1,2558,,,,,,,,,
6,6,3,1,2558,,,,,,,,,
7,4,4,1,2558,,,,,,,,,
8,2,5,1,2558,,,,,,,,,
9,0,6,1,2558,,,,,,,,,
5,9,0,2,2559,,,,,,,,,
6,7,1,2,2559,,,,,,,,,
7,5,2,2,2559,,,,,,,,,
8,3,3,2,2559,,,,,,,,,
9,1,4,2,2559,,,,,,,,,
7,6,0,3,2560,,,,,,,,,
8,4,1,3,2560,,,,,,,,,
9,2,2,3,2560,,,,,,,,,
9,3,0,4,2561,,,,,,,,,
0,2,8,4,2562,,,,,,,,,
1,0,9,4,2562,,,,,,,,,
0,3,6,5,2563,,,,,,,,,
1,1,7,5,2563,,,,,,,,,
0,4,4,6,2564,,,,,,,,,
1,2,5,6,2564,,,,,,,,,
2,0,6,6,2564,,,,,,,,,
0,5,2,7,2565,,,,,,,,,
1,3,3,7,2565,,,,,,,,,
2,1,4,7,2565,,,,,,,,,
0,6,0,8,2566,,,,,,,,,
1,4,1,8,2566,,,,,,,,,
2,2,2,8,2566,,,,,,,,,
3,0,3,8,2566,,,,,,,,,
9,8,0,0,2566,,,,,,,,,
0,7,8,0,2567,,,,,,,,,
1,5,9,0,2567,,,,,,,,,
2,3,0,9,2567,,,,,,,,,
3,1,1,9,2567,,,,,,,,,
0,8,6,1,2568,,,,,,,,,
1,6,7,1,2568,,,,,,,,,
2,4,8,1,2568,,,,,,,,,
3,2,9,1,2568,,,,,,,,,
4,0,0,10,2568,,,,,,,,,
0,9,4,2,2569,,,,,,,,,
1,7,5,2,2569,,,,,,,,,
2,5,6,2,2569,,,,,,,,,
3,3,7,2,2569,,,,,,,,,
4,1,8,2,2569,,,,,,,,,
1,8,3,3,2570,,,,,,,,,
2,6,4,3,2570,,,,,,,,,
3,4,5,3,2570,,,,,,,,,
4,2,6,3,2570,,,,,,,,,
5,0,7,3,2570,,,,,,,,,
1,9,1,4,2571,,,,,,,,,
2,7,2,4,2571,,,,,,,,,
3,5,3,4,2571,,,,,,,,,
4,3,4,4,2571,,,,,,,,,
5,1,5,4,2571,,,,,,,,,
2,8,0,5,2572,,,,,,,,,
3,6,1,5,2572,,,,,,,,,
4,4,2,5,2572,,,,,,,,,
5,2,3,5,2572,,,,,,,,,
6,0,4,5,2572,,,,,,,,,
4,5,0,6,2573,,,,,,,,,
5,3,1,6,2573,,,,,,,,,
6,1,2,6,2573,,,,,,,,,
6,2,0,7,2574,,,,,,,,,
7,0,1,7,2574,,,,,,,,,
4,8,4,0,2576,,,,,,,,,
5,6,5,0,2576,,,,,,,,,
6,4,6,0,2576,,,,,,,,,
7,2,7,0,2576,,,,,,,,,
8,0,8,0,2576,,,,,,,,,
4,9,2,1,2577,,,,,,,,,
5,7,3,1,2577,,,,,,,,,
6,5,4,1,2577,,,,,,,,,
7,3,5,1,2577,,,,,,,,,
8,1,6,1,2577,,,,,,,,,
5,8,1,2,2578,,,,,,,,,
6,6,2,2,2578,,,,,,,,,
7,4,3,2,2578,,,,,,,,,
8,2,4,2,2578,,,,,,,,,
9,0,5,2,2578,,,,,,,,,
6,7,0,3,2579,,,,,,,,,
7,5,1,3,2579,,,,,,,,,
8,3,2,3,2579,,,,,,,,,
9,1,3,3,2579,,,,,,,,,
8,4,0,4,2580,,,,,,,,,
9,2,1,4,2580,,,,,,,,,
0,1,9,4,2581,,,,,,,,,
0,2,7,5,2582,,,,,,,,,
1,0,8,5,2582,,,,,,,,,
0,3,5,6,2583,,,,,,,,,
1,1,6,6,2583,,,,,,,,,
0,4,3,7,2584,,,,,,,,,
1,2,4,7,2584,,,,,,,,,
2,0,5,7,2584,,,,,,,,,
0,5,1,8,2585,,,,,,,,,
1,3,2,8,2585,,,,,,,,,
2,1,3,8,2585,,,,,,,,,
8,9,0,0,2585,,,,,,,,,
9,7,1,0,2585,,,,,,,,,
0,6,9,0,2586,,,,,,,,,
1,4,0,9,2586,,,,,,,,,
2,2,1,9,2586,,,,,,,,,
3,0,2,9,2586,,,,,,,,,
0,7,7,1,2587,,,,,,,,,
1,5,8,1,2587,,,,,,,,,
2,3,9,1,2587,,,,,,,,,
3,1,0,10,2587,,,,,,,,,
0,8,5,2,2588,,,,,,,,,
1,6,6,2,2588,,,,,,,,,
2,4,7,2,2588,,,,,,,,,
3,2,8,2,2588,,,,,,,,,
4,0,9,2,2588,,,,,,,,,
0,9,3,3,2589,,,,,,,,,
1,7,4,3,2589,,,,,,,,,
2,5,5,3,2589,,,,,,,,,
3,3,6,3,2589,,,,,,,,,
4,1,7,3,2589,,,,,,,,,
1,8,2,4,2590,,,,,,,,,
2,6,3,4,2590,,,,,,,,,
3,4,4,4,2590,,,,,,,,,
4,2,5,4,2590,,,,,,,,,
5,0,6,4,2590,,,,,,,,,
1,9,0,5,2591,,,,,,,,,
2,7,1,5,2591,,,,,,,,,
3,5,2,5,2591,,,,,,,,,
4,3,3,5,2591,,,,,,,,,
5,1,4,5,2591,,,,,,,,,
3,6,0,6,2592,,,,,,,,,
4,4,1,6,2592,,,,,,,,,
5,2,2,6,2592,,,,,,,,,
6,0,3,6,2592,,,,,,,,,
5,3,0,7,2593,,,,,,,,,
6,1,1,7,2593,,,,,,,,,
7,0,0,8,2594,,,,,,,,,
3,9,4,0,2595,,,,,,,,,
4,7,5,0,2595,,,,,,,,,
5,5,6,0,2595,,,,,,,,,
6,3,7,0,2595,,,,,,,,,
7,1,8,0,2595,,,,,,,,,
4,8,3,1,2596,,,,,,,,,
5,6,4,1,2596,,,,,,,,,
6,4,5,1,2596,,,,,,,,,
7,2,6,1,2596,,,,,,,,,
8,0,7,1,2596,,,,,,,,,
4,9,1,2,2597,,,,,,,,,
5,7,2,2,2597,,,,,,,,,
6,5,3,2,2597,,,,,,,,,
7,3,4,2,2597,,,,,,,,,
8,1,5,2,2597,,,,,,,,,
5,8,0,3,2598,,,,,,,,,
6,6,1,3,2598,,,,,,,,,
7,4,2,3,2598,,,,,,,,,
8,2,3,3,2598,,,,,,,,,
9,0,4,3,2598,,,,,,,,,
7,5,0,4,2599,,,,,,,,,
8,3,1,4,2599,,,,,,,,,
9,1,2,4,2599,,,,,,,,,
9,2,0,5,2600,,,,,,,,,
0,1,8,5,2601,,,,,,,,,
0,2,6,6,2602,,,,,,,,,
1,0,7,6,2602,,,,,,,,,
0,3,4,7,2603,,,,,,,,,
1,1,5,7,2603,,,,,,,,,
0,4,2,8,2604,,,,,,,,,
1,2,3,8,2604,,,,,,,,,
2,0,4,8,2604,,,,,,,,,
8,8,1,0,2604,,,,,,,,,
9,6,2,0,2604,,,,,,,,,
0,5,0,9,2605,,,,,,,,,
1,3,1,9,2605,,,,,,,,,
2,1,2,9,2605,,,,,,,,,
9,7,0,1,2605,,,,,,,,,
0,6,8,1,2606,,,,,,,,,
1,4,9,1,2606,,,,,,,,,
2,2,0,10,2606,,,,,,,,,
3,0,1,10,2606,,,,,,,,,
0,7,6,2,2607,,,,,,,,,
1,5,7,2,2607,,,,,,,,,
2,3,8,2,2607,,,,,,,,,
3,1,9,2,2607,,,,,,,,,
0,8,4,3,2608,,,,,,,,,
1,6,5,3,2608,,,,,,,,,
2,4,6,3,2608,,,,,,,,,
3,2,7,3,2608,,,,,,,,,
4,0,8,3,2608,,,,,,,,,
0,9,2,4,2609,,,,,,,,,
1,7,3,4,2609,,,,,,,,,
2,5,4,4,2609,,,,,,,,,
3,3,5,4,2609,,,,,,,,,
4,1,6,4,2609,,,,,,,,,
1,8,1,5,2610,,,,,,,,,
2,6,2,5,2610,,,,,,,,,
3,4,3,5,2610,,,,,,,,,
4,2,4,5,2610,,,,,,,,,
5,0,5,5,2610,,,,,,,,,
2,7,0,6,2611,,,,,,,,,
3,5,1,6,2611,,,,,,,,,
4,3,2,6,2611,,,,,,,,,
5,1,3,6,2611,,,,,,,,,
4,4,0,7,2612,,,,,,,,,
5,2,1,7,2612,,,,,,,,,
6,0,2,7,2612,,,,,,,,,
6,1,0,8,2613,,,,,,,,,
3,8,5,0,2614,,,,,,,,,
4,6,6,0,2614,,,,,,,,,
5,4,7,0,2614,,,,,,,,,
6,2,8,0,2614,,,,,,,,,
7,0,9,0,2614,,,,,,,,,
3,9,3,1,2615,,,,,,,,,
4,7,4,1,2615,,,,,,,,,
5,5,5,1,2615,,,,,,,,,
6,3,6,1,2615,,,,,,,,,
7,1,7,1,2615,,,,,,,,,
4,8,2,2,2616,,,,,,,,,
5,6,3,2,2616,,,,,,,,,
6,4,4,2,2616,,,,,,,,,
7,2,5,2,2616,,,,,,,,,
8,0,6,2,2616,,,,,,,,,
4,9,0,3,2617,,,,,,,,,
5,7,1,3,2617,,,,,,,,,
6,5,2,3,2617,,,,,,,,,
7,3,3,3,2617,,,,,,,,,
8,1,4,3,2617,,,,,,,,,
6,6,0,4,2618,,,,,,,,,
7,4,1,4,2618,,,,,,,,,
8,2,2,4,2618,,,,,,,,,
9,0,3,4,2618,,,,,,,,,
8,3,0,5,2619,,,,,,,,,
9,1,1,5,2619,,,,,,,,,
0,0,9,5,2620,,,,,,,,,
0,1,7,6,2621,,,,,,,,,
0,2,5,7,2622,,,,,,,,,
1,0,6,7,2622,,,,,,,,,
0,3,3,8,2623,,,,,,,,,
1,1,4,8,2623,,,,,,,,,
7,9,1,0,2623,,,,,,,,,
8,7,2,0,2623,,,,,,,,,
9,5,3,0,2623,,,,,,,,,
0,4,1,9,2624,,,,,,,,,
1,2,2,9,2624,,,,,,,,,
2,0,3,9,2624,,,,,,,,,
8,8,0,1,2624,,,,,,,,,
9,6,1,1,2624,,,,,,,,,
0,5,9,1,2625,,,,,,,,,
1,3,0,10,2625,,,,,,,,,
2,1,1,10,2625,,,,,,,,,
0,6,7,2,2626,,,,,,,,,
1,4,8,2,2626,,,,,,,,,
2,2,9,2,2626,,,,,,,,,
0,7,5,3,2627,,,,,,,,,
1,5,6,3,2627,,,,,,,,,
2,3,7,3,2627,,,,,,,,,
3,1,8,3,2627,,,,,,,,,
0,8,3,4,2628,,,,,,,,,
1,6,4,4,2628,,,,,,,,,
2,4,5,4,2628,,,,,,,,,
3,2,6,4,2628,,,,,,,,,
4,0,7,4,2628,,,,,,,,,
0,9,1,5,2629,,,,,,,,,
1,7,2,5,2629,,,,,,,,,
2,5,3,5,2629,,,,,,,,,
3,3,4,5,2629,,,,,,,,,
4,1,5,5,2629,,,,,,,,,
1,8,0,6,2630,,,,,,,,,
2,6,1,6,2630,,,,,,,,,
3,4,2,6,2630,,,,,,,,,
4,2,3,6,2630,,,,,,,,,
5,0,4,6,2630,,,,,,,,,
3,5,0,7,2631,,,,,,,,,
4,3,1,7,2631,,,,,,,,,
5,1,2,7,2631,,,,,,,,,
5,2,0,8,2632,,,,,,,,,
6,0,1,8,2632,,,,,,,,,
2,9,5,0,2633,,,,,,,,,
3,7,6,0,2633,,,,,,,,,
4,5,7,0,2633,,,,,,,,,
5,3,8,0,2633,,,,,,,,,
6,1,9,0,2633,,,,,,,,,
3,8,4,1,2634,,,,,,,,,
4,6,5,1,2634,,,,,,,,,
5,4,6,1,2634,,,,,,,,,
6,2,7,1,2634,,,,,,,,,
7,0,8,1,2634,,,,,,,,,
3,9,2,2,2635,,,,,,,,,
4,7,3,2,2635,,,,,,,,,
5,5,4,2,2635,,,,,,,,,
6,3,5,2,2635,,,,,,,,,
7,1,6,2,2635,,,,,,,,,
4,8,1,3,2636,,,,,,,,,
5,6,2,3,2636,,,,,,,,,
6,4,3,3,2636,,,,,,,,,
7,2,4,3,2636,,,,,,,,,
8,0,5,3,2636,,,,,,,,,
5,7,0,4,2637,,,,,,,,,
6,5,1,4,2637,,,,,,,,,
7,3,2,4,2637,,,,,,,,,
8,1,3,4,2637,,,,,,,,,
7,4,0,5,2638,,,,,,,,,
8,2,1,5,2638,,,,,,,,,
9,0,2,5,2638,,,,,,,,,
9,1,0,6,2639,,,,,,,,,
0,0,8,6,2640,,,,,,,,,
0,1,6,7,2641,,,,,,,,,
0,2,4,8,2642,,,,,,,,,
1,0,5,8,2642,,,,,,,,,
7,8,2,0,2642,,,,,,,,,
8,6,3,0,2642,,,,,,,,,
9,4,4,0,2642,,,,,,,,,
0,3,2,9,2643,,,,,,,,,
1,1,3,9,2643,,,,,,,,,
7,9,0,1,2643,,,,,,,,,
8,7,1,1,2643,,,,,,,,,
9,5,2,1,2643,,,,,,,,,
0,4,0,10,2644,,,,,,,,,
1,2,1,10,2644,,,,,,,,,
2,0,2,10,2644,,,,,,,,,
9,6,0,2,2644,,,,,,,,,
0,5,8,2,2645,,,,,,,,,
1,3,9,2,2645,,,,,,,,,
0,6,6,3,2646,,,,,,,,,
1,4,7,3,2646,,,,,,,,,
2,2,8,3,2646,,,,,,,,,
3,0,9,3,2646,,,,,,,,,
0,7,4,4,2647,,,,,,,,,
1,5,5,4,2647,,,,,,,,,
2,3,6,4,2647,,,,,,,,,
3,1,7,4,2647,,,,,,,,,
0,8,2,5,2648,,,,,,,,,
1,6,3,5,2648,,,,,,,,,
2,4,4,5,2648,,,,,,,,,
3,2,5,5,2648,,,,,,,,,
4,0,6,5,2648,,,,,,,,,
0,9,0,6,2649,,,,,,,,,
1,7,1,6,2649,,,,,,,,,
2,5,2,6,2649,,,,,,,,,
3,3,3,6,2649,,,,,,,,,
4,1,4,6,2649,,,,,,,,,
2,6,0,7,2650,,,,,,,,,
3,4,1,7,2650,,,,,,,,,
4,2,2,7,2650,,,,,,,,,
5,0,3,7,2650,,,,,,,,,
4,3,0,8,2651,,,,,,,,,
5,1,1,8,2651,,,,,,,,,
2,8,6,0,2652,,,,,,,,,
3,6,7,0,2652,,,,,,,,,
4,4,8,0,2652,,,,,,,,,
5,2,9,0,2652,,,,,,,,,
6,0,0,9,2652,,,,,,,,,
2,9,4,1,2653,,,,,,,,,
3,7,5,1,2653,,,,,,,,,
4,5,6,1,2653,,,,,,,,,
5,3,7,1,2653,,,,,,,,,
6,1,8,1,2653,,,,,,,,,
3,8,3,2,2654,,,,,,,,,
4,6,4,2,2654,,,,,,,,,
5,4,5,2,2654,,,,,,,,,
6,2,6,2,2654,,,,,,,,,
7,0,7,2,2654,,,,,,,,,
3,9,1,3,2655,,,,,,,,,
4,7,2,3,2655,,,,,,,,,
5,5,3,3,2655,,,,,,,,,
6,3,4,3,2655,,,,,,,,,
7,1,5,3,2655,,,,,,,,,
4,8,0,4,2656,,,,,,,,,
5,6,1,4,2656,,,,,,,,,
6,4,2,4,2656,,,,,,,,,
7,2,3,4,2656,,,,,,,,,
8,0,4,4,2656,,,,,,,,,
6,5,0,5,2657,,,,,,,,,
7,3,1,5,2657,,,,,,,,,
8,1,2,5,2657,,,,,,,,,
8,2,0,6,2658,,,,,,,,,
9,0,1,6,2658,,,,,,,,,
0,0,7,7,2660,,,,,,,,,
0,1,5,8,2661,,,,,,,,,
6,9,2,0,2661,,,,,,,,,
7,7,3,0,2661,,,,,,,,,
8,5,4,0,2661,,,,,,,,,
9,3,5,0,2661,,,,,,,,,
0,2,3,9,2662,,,,,,,,,
1,0,4,9,2662,,,,,,,,,
7,8,1,1,2662,,,,,,,,,
8,6,2,1,2662,,,,,,,,,
9,4,3,1,2662,,,,,,,,,
0,3,1,10,2663,,,,,,,,,
1,1,2,10,2663,,,,,,,,,
8,7,0,2,2663,,,,,,,,,
9,5,1,2,2663,,,,,,,,,
0,4,9,2,2664,,,,,,,,,
0,5,7,3,2665,,,,,,,,,
1,3,8,3,2665,,,,,,,,,
2,1,9,3,2665,,,,,,,,,
0,6,5,4,2666,,,,,,,,,
1,4,6,4,2666,,,,,,,,,
2,2,7,4,2666,,,,,,,,,
3,0,8,4,2666,,,,,,,,,
0,7,3,5,2667,,,,,,,,,
1,5,4,5,2667,,,,,,,,,
2,3,5,5,2667,,,,,,,,,
3,1,6,5,2667,,,,,,,,,
0,8,1,6,2668,,,,,,,,,
1,6,2,6,2668,,,,,,,,,
2,4,3,6,2668,,,,,,,,,
3,2,4,6,2668,,,,,,,,,
4,0,5,6,2668,,,,,,,,,
1,7,0,7,2669,,,,,,,,,
2,5,1,7,2669,,,,,,,,,
3,3,2,7,2669,,,,,,,,,
4,1,3,7,2669,,,,,,,,,
3,4,0,8,2670,,,,,,,,,
4,2,1,8,2670,,,,,,,,,
5,0,2,8,2670,,,,,,,,,
1,9,6,0,2671,,,,,,,,,
2,7,7,0,2671,,,,,,,,,
3,5,8,0,2671,,,,,,,,,
4,3,9,0,2671,,,,,,,,,
5,1,0,9,2671,,,,,,,,,
2,8,5,1,2672,,,,,,,,,
3,6,6,1,2672,,,,,,,,,
4,4,7,1,2672,,,,,,,,,
5,2,8,1,2672,,,,,,,,,
6,0,9,1,2672,,,,,,,,,
2,9,3,2,2673,,,,,,,,,
3,7,4,2,2673,,,,,,,,,
4,5,5,2,2673,,,,,,,,,
5,3,6,2,2673,,,,,,,,,
6,1,7,2,2673,,,,,,,,,
3,8,2,3,2674,,,,,,,,,
4,6,3,3,2674,,,,,,,,,
5,4,4,3,2674,,,,,,,,,
6,2,5,3,2674,,,,,,,,,
7,0,6,3,2674,,,,,,,,,
3,9,0,4,2675,,,,,,,,,
4,7,1,4,2675,,,,,,,,,
5,5,2,4,2675,,,,,,,,,
6,3,3,4,2675,,,,,,,,,
7,1,4,4,2675,,,,,,,,,
5,6,0,5,2676,,,,,,,,,
6,4,1,5,2676,,,,,,,,,
7,2,2,5,2676,,,,,,,,,
8,0,3,5,2676,,,,,,,,,
7,3,0,6,2677,,,,,,,,,
8,1,1,6,2677,,,,,,,,,
9,0,0,7,2678,,,,,,,,,
0,0,6,8,2680,,,,,,,,,
6,8,3,0,2680,,,,,,,,,
7,6,4,0,2680,,,,,,,,,
8,4,5,0,2680,,,,,,,,,
9,2,6,0,2680,,,,,,,,,
0,1,4,9,2681,,,,,,,,,
6,9,1,1,2681,,,,,,,,,
7,7,2,1,2681,,,,,,,,,
8,5,3,1,2681,,,,,,,,,
9,3,4,1,2681,,,,,,,,,
0,2,2,10,2682,,,,,,,,,
1,0,3,10,2682,,,,,,,,,
7,8,0,2,2682,,,,,,,,,
8,6,1,2,2682,,,,,,,,,
9,4,2,2,2682,,,,,,,,,
9,5,0,3,2683,,,,,,,,,
0,4,8,3,2684,,,,,,,,,
1,2,9,3,2684,,,,,,,,,
0,5,6,4,2685,,,,,,,,,
1,3,7,4,2685,,,,,,,,,
2,1,8,4,2685,,,,,,,,,
0,6,4,5,2686,,,,,,,,,
1,4,5,5,2686,,,,,,,,,
2,2,6,5,2686,,,,,,,,,
3,0,7,5,2686,,,,,,,,,
0,7,2,6,2687,,,,,,,,,
1,5,3,6,2687,,,,,,,,,
2,3,4,6,2687,,,,,,,,,
3,1,5,6,2687,,,,,,,,,
0,8,0,7,2688,,,,,,,,,
1,6,1,7,2688,,,,,,,,,
2,4,2,7,2688,,,,,,,,,
3,2,3,7,2688,,,,,,,,,
4,0,4,7,2688,,,,,,,,,
2,5,0,8,2689,,,,,,,,,
3,3,1,8,2689,,,,,,,,,
4,1,2,8,2689,,,,,,,,,
1,8,7,0,2690,,,,,,,,,
2,6,8,0,2690,,,,,,,,,
3,4,9,0,2690,,,,,,,,,
4,2,0,9,2690,,,,,,,,,
5,0,1,9,2690,,,,,,,,,
1,9,5,1,2691,,,,,,,,,
2,7,6,1,2691,,,,,,,,,
3,5,7,1,2691,,,,,,,,,
4,3,8,1,2691,,,,,,,,,
5,1,9,1,2691,,,,,,,,,
2,8,4,2,2692,,,,,,,,,
3,6,5,2,2692,,,,,,,,,
4,4,6,2,2692,,,,,,,,,
5,2,7,2,2692,,,,,,,,,
6,0,8,2,2692,,,,,,,,,
2,9,2,3,2693,,,,,,,,,
3,7,3,3,2693,,,,,,,,,
4,5,4,3,2693,,,,,,,,,
5,3,5,3,2693,,,,,,,,,
6,1,6,3,2693,,,,,,,,,
3,8,1,4,2694,,,,,,,,,
4,6,2,4,2694,,,,,,,,,
5,4,3,4,2694,,,,,,,,,
6,2,4,4,2694,,,,,,,,,
7,0,5,4,2694,,,,,,,,,
4,7,0,5,2695,,,,,,,,,
5,5,1,5,2695,,,,,,,,,
6,3,2,5,2695,,,,,,,,,
7,1,3,5,2695,,,,,,,,,
6,4,0,6,2696,,,,,,,,,
7,2,1,6,2696,,,,,,,,,
8,0,2,6,2696,,,,,,,,,
8,1,0,7,2697,,,,,,,,,
5,9,3,0,2699,,,,,,,,,
6,7,4,0,2699,,,,,,,,,
7,5,5,0,2699,,,,,,,,,
8,3,6,0,2699,,,,,,,,,
9,1,7,0,2699,,,,,,,,,
0,0,5,9,2700,,,,,,,,,
6,8,2,1,2700,,,,,,,,,
7,6,3,1,2700,,,,,,,,,
8,4,4,1,2700,,,,,,,,,
9,2,5,1,2700,,,,,,,,,
0,1,3,10,2701,,,,,,,,,
6,9,0,2,2701,,,,,,,,,
7,7,1,2,2701,,,,,,,,,
8,5,2,2,2701,,,,,,,,,
9,3,3,2,2701,,,,,,,,,
8,6,0,3,2702,,,,,,,,,
9,4,1,3,2702,,,,,,,,,
0,3,9,3,2703,,,,,,,,,
0,4,7,4,2704,,,,,,,,,
1,2,8,4,2704,,,,,,,,,
2,0,9,4,2704,,,,,,,,,
0,5,5,5,2705,,,,,,,,,
1,3,6,5,2705,,,,,,,,,
2,1,7,5,2705,,,,,,,,,
0,6,3,6,2706,,,,,,,,,
1,4,4,6,2706,,,,,,,,,
2,2,5,6,2706,,,,,,,,,
3,0,6,6,2706,,,,,,,,,
0,7,1,7,2707,,,,,,,,,
1,5,2,7,2707,,,,,,,,,
2,3,3,7,2707,,,,,,,,,
3,1,4,7,2707,,,,,,,,,
1,6,0,8,2708,,,,,,,,,
2,4,1,8,2708,,,,,,,,,
3,2,2,8,2708,,,,,,,,,
4,0,3,8,2708,,,,,,,,,
0,9,7,0,2709,,,,,,,,,
1,7,8,0,2709,,,,,,,,,
2,5,9,0,2709,,,,,,,,,
3,3,0,9,2709,,,,,,,,,
4,1,1,9,2709,,,,,,,,,
1,8,6,1,2710,,,,,,,,,
2,6,7,1,2710,,,,,,,,,
3,4,8,1,2710,,,,,,,,,
4,2,9,1,2710,,,,,,,,,
5,0,0,10,2710,,,,,,,,,
1,9,4,2,2711,,,,,,,,,
2,7,5,2,2711,,,,,,,,,
3,5,6,2,2711,,,,,,,,,
4,3,7,2,2711,,,,,,,,,
5,1,8,2,2711,,,,,,,,,
2,8,3,3,2712,,,,,,,,,
3,6,4,3,2712,,,,,,,,,
4,4,5,3,2712,,,,,,,,,
5,2,6,3,2712,,,,,,,,,
6,0,7,3,2712,,,,,,,,,
2,9,1,4,2713,,,,,,,,,
3,7,2,4,2713,,,,,,,,,
4,5,3,4,2713,,,,,,,,,
5,3,4,4,2713,,,,,,,,,
6,1,5,4,2713,,,,,,,,,
3,8,0,5,2714,,,,,,,,,
4,6,1,5,2714,,,,,,,,,
5,4,2,5,2714,,,,,,,,,
6,2,3,5,2714,,,,,,,,,
7,0,4,5,2714,,,,,,,,,
5,5,0,6,2715,,,,,,,,,
6,3,1,6,2715,,,,,,,,,
7,1,2,6,2715,,,,,,,,,
7,2,0,7,2716,,,,,,,,,
8,0,1,7,2716,,,,,,,,,
5,8,4,0,2718,,,,,,,,,
6,6,5,0,2718,,,,,,,,,
7,4,6,0,2718,,,,,,,,,
8,2,7,0,2718,,,,,,,,,
9,0,8,0,2718,,,,,,,,,
5,9,2,1,2719,,,,,,,,,
6,7,3,1,2719,,,,,,,,,
7,5,4,1,2719,,,,,,,,,
8,3,5,1,2719,,,,,,,,,
9,1,6,1,2719,,,,,,,,,
0,0,4,10,2720,,,,,,,,,
6,8,1,2,2720,,,,,,,,,
7,6,2,2,2720,,,,,,,,,
8,4,3,2,2720,,,,,,,,,
9,2,4,2,2720,,,,,,,,,
7,7,0,3,2721,,,,,,,,,
8,5,1,3,2721,,,,,,,,,
9,3,2,3,2721,,,,,,,,,
9,4,0,4,2722,,,,,,,,,
0,3,8,4,2723,,,,,,,,,
1,1,9,4,2723,,,,,,,,,
0,4,6,5,2724,,,,,,,,,
1,2,7,5,2724,,,,,,,,,
2,0,8,5,2724,,,,,,,,,
0,5,4,6,2725,,,,,,,,,
1,3,5,6,2725,,,,,,,,,
2,1,6,6,2725,,,,,,,,,
0,6,2,7,2726,,,,,,,,,
1,4,3,7,2726,,,,,,,,,
2,2,4,7,2726,,,,,,,,,
3,0,5,7,2726,,,,,,,,,
0,7,0,8,2727,,,,,,,,,
1,5,1,8,2727,,,,,,,,,
2,3,2,8,2727,,,,,,,,,
3,1,3,8,2727,,,,,,,,,
9,9,0,0,2727,,,,,,,,,
0,8,8,0,2728,,,,,,,,,
1,6,9,0,2728,,,,,,,,,
2,4,0,9,2728,,,,,,,,,
3,2,1,9,2728,,,,,,,,,
4,0,2,9,2728,,,,,,,,,
0,9,6,1,2729,,,,,,,,,
1,7,7,1,2729,,,,,,,,,
2,5,8,1,2729,,,,,,,,,
3,3,9,1,2729,,,,,,,,,
4,1,0,10,2729,,,,,,,,,
1,8,5,2,2730,,,,,,,,,
2,6,6,2,2730,,,,,,,,,
3,4,7,2,2730,,,,,,,,,
4,2,8,2,2730,,,,,,,,,
5,0,9,2,2730,,,,,,,,,
1,9,3,3,2731,,,,,,,,,
2,7,4,3,2731,,,,,,,,,
3,5,5,3,2731,,,,,,,,,
4,3,6,3,2731,,,,,,,,,
5,1,7,3,2731,,,,,,,,,
2,8,2,4,2732,,,,,,,,,
3,6,3,4,2732,,,,,,,,,
4,4,4,4,2732,,,,,,,,,
5,2,5,4,2732,,,,,,,,,
6,0,6,4,2732,,,,,,,,,
2,9,0,5,2733,,,,,,,,,
3,7,1,5,2733,,,,,,,,,
4,5,2,5,2733,,,,,,,,,
5,3,3,5,2733,,,,,,,,,
6,1,4,5,2733,,,,,,,,,
4,6,0,6,2734,,,,,,,,,
5,4,1,6,2734,,,,,,,,,
6,2,2,6,2734,,,,,,,,,
7,0,3,6,2734,,,,,,,,,
6,3,0,7,2735,,,,,,,,,
7,1,1,7,2735,,,,,,,,,
8,0,0,8,2736,,,,,,,,,
4,9,4,0,2737,,,,,,,,,
5,7,5,0,2737,,,,,,,,,
6,5,6,0,2737,,,,,,,,,
7,3,7,0,2737,,,,,,,,,
8,1,8,0,2737,,,,,,,,,
5,8,3,1,2738,,,,,,,,,
6,6,4,1,2738,,,,,,,,,
7,4,5,1,2738,,,,,,,,,
8,2,6,1,2738,,,,,,,,,
9,0,7,1,2738,,,,,,,,,
5,9,1,2,2739,,,,,,,,,
6,7,2,2,2739,,,,,,,,,
7,5,3,2,2739,,,,,,,,,
8,3,4,2,2739,,,,,,,,,
9,1,5,2,2739,,,,,,,,,
6,8,0,3,2740,,,,,,,,,
7,6,1,3,2740,,,,,,,,,
8,4,2,3,2740,,,,,,,,,
9,2,3,3,2740,,,,,,,,,
8,5,0,4,2741,,,,,,,,,
9,3,1,4,2741,,,,,,,,,
0,2,9,4,2742,,,,,,,,,
0,3,7,5,2743,,,,,,,,,
1,1,8,5,2743,,,,,,,,,
0,4,5,6,2744,,,,,,,,,
1,2,6,6,2744,,,,,,,,,
2,0,7,6,2744,,,,,,,,,
0,5,3,7,2745,,,,,,,,,
1,3,4,7,2745,,,,,,,,,
2,1,5,7,2745,,,,,,,,,
0,6,1,8,2746,,,,,,,,,
1,4,2,8,2746,,,,,,,,,
