"2m","2mp","4m","6m","mm"
6,1,4,0,3,1091
6,1,4,4,0,1091
7,0,8,0,1,1091
8,1,3,1,2,1091
8,5,1,0,1,1091
9,0,7,1,0,1091
0,2,1,2,5,1092
0,2,1,6,2,1092
0,4,8,0,1,1092
1,1,5,2,3,1092
1,1,5,6,0,1092
1,5,3,1,2,1092
1,9,1,0,1,1092
2,0,9,2,1,1092
2,2,0,3,4,1092
2,2,0,7,1,1092
2,4,7,1,0,1092
3,1,4,3,2,1092
3,5,2,2,1,1092
3,9,0,1,0,1092
4,0,8,3,0,1092
5,1,3,0,4,1092
5,1,3,4,1,1092
5,5,1,3,0,1092
6,0,7,0,2,1092
7,1,2,1,3,1092
7,1,2,5,0,1092
7,5,0,0,2,1092
8,0,6,1,1,1092
8,4,4,0,0,1092
9,1,1,2,2,1092
0,1,4,2,4,1093
0,1,4,6,1,1093
0,5,2,1,3,1093
0,5,2,5,0,1093
0,9,0,0,2,1093
1,0,8,2,2,1093
1,4,6,1,1,1093
1,8,4,0,0,1093
2,1,3,3,3,1093
2,1,3,7,0,1093
2,5,1,2,2,1093
3,0,7,3,1,1093
3,4,5,2,0,1093
4,1,2,0,5,1093
4,1,2,4,2,1093
4,5,0,3,1,1093
5,0,6,0,3,1093
5,0,6,4,0,1093
6,1,1,1,4,1093
6,1,1,5,1,1093
7,0,5,1,2,1093
7,4,3,0,1,1093
8,1,0,2,3,1093
8,1,0,6,0,1093
9,0,4,2,1,1093
9,4,2,1,0,1093
0,0,7,2,3,1094
0,0,7,6,0,1094
0,4,5,1,2,1094
0,8,3,0,1,1094
1,1,2,3,4,1094
1,1,2,7,1,1094
1,3,9,1,0,1094
1,5,0,2,3,1094
1,5,0,6,0,1094
2,0,6,3,2,1094
2,4,4,2,1,1094
2,8,2,1,0,1094
3,1,1,0,6,1094
3,1,1,4,3,1094
3,1,1,8,0,1094
4,0,5,0,4,1094
4,0,5,4,1,1094
4,4,3,3,0,1094
5,1,0,1,5,1094
5,1,0,5,2,1094
6,0,4,1,3,1094
6,0,4,5,0,1094
6,4,2,0,2,1094
7,3,6,0,0,1094
8,0,3,2,2,1094
8,4,1,1,1,1094
0,1,1,3,5,1095
0,1,1,7,2,1095
0,3,8,1,1,1095
0,7,6,0,0,1095
1,0,5,3,3,1095
1,0,5,7,0,1095
1,4,3,2,2,1095
1,8,1,1,1,1095
2,1,0,0,7,1095
2,1,0,4,4,1095
2,1,0,8,1,1095
2,3,7,2,0,1095
3,0,4,0,5,1095
3,0,4,4,2,1095
3,4,2,3,1,1095
3,8,0,2,0,1095
5,0,3,1,4,1095
5,0,3,5,1,1095
5,4,1,0,3,1095
5,4,1,4,0,1095
6,3,5,0,1,1095
7,0,2,2,3,1095
7,0,2,6,0,1095
7,4,0,1,2,1095
8,3,4,1,0,1095
9,0,1,3,2,1095
0,0,4,3,4,1096
0,0,4,7,1,1096
0,4,2,2,3,1096
0,4,2,6,0,1096
0,8,0,1,2,1096
1,3,6,2,1,1096
1,7,4,1,0,1096
2,0,3,0,6,1096
2,0,3,4,3,1096
2,0,3,8,0,1096
2,4,1,3,2,1096
3,3,5,3,0,1096
4,0,2,1,5,1096
4,0,2,5,2,1096
4,4,0,0,4,1096
4,4,0,4,1,1096
5,3,4,0,2,1096
6,0,1,2,4,1096
6,0,1,6,1,1096
6,2,8,0,0,1096
7,3,3,1,1,1096
7,7,1,0,0,1096
8,0,0,3,3,1096
8,0,0,7,0,1096
9,3,2,2,0,1096
0,3,5,2,2,1097
0,7,3,1,1,1097
1,0,2,0,7,1097
1,0,2,4,4,1097
1,0,2,8,1,1097
1,2,9,2,0,1097
1,4,0,3,3,1097
1,4,0,7,0,1097
2,3,4,3,1,1097
2,7,2,2,0,1097
3,0,1,1,6,1097
3,0,1,5,3,1097
3,0,1,9,0,1097
4,3,3,0,3,1097
4,3,3,4,0,1097
5,0,0,2,5,1097
5,0,0,6,2,1097
5,2,7,0,1,1097
6,3,2,1,2,1097
6,7,0,0,1,1097
7,2,6,1,0,1097
8,3,1,2,1,1097
0,0,1,0,8,1098
0,0,1,4,5,1098
0,0,1,8,2,1098
0,2,8,2,1,1098
0,6,6,1,0,1098
1,3,3,3,2,1098
1,7,1,2,1,1098
2,0,0,1,7,1098
2,0,0,5,4,1098
2,0,0,9,1,1098
2,2,7,3,0,1098
3,3,2,0,4,1098
3,3,2,4,1,1098
3,7,0,3,0,1098
4,2,6,0,2,1098
5,3,1,1,3,1098
5,3,1,5,0,1098
6,2,5,1,1,1098
6,6,3,0,0,1098
7,3,0,2,2,1098
8,2,4,2,0,1098
0,3,2,3,3,1099
0,3,2,7,0,1099
0,7,0,2,2,1099
1,2,6,3,1,1099
1,6,4,2,0,1099
2,3,1,0,5,1099
2,3,1,4,2,1099
3,2,5,0,3,1099
3,2,5,4,0,1099
4,1,9,0,1,1099
4,3,0,1,4,1099
4,3,0,5,1,1099
5,2,4,1,2,1099
5,6,2,0,1,1099
6,1,8,1,0,1099
7,2,3,2,1,1099
7,6,1,1,0,1099
9,2,2,3,0,1099
0,2,5,3,2,1100
0,6,3,2,1,1100
1,1,9,3,0,1100
1,3,0,0,6,1100
1,3,0,4,3,1100
1,3,0,8,0,1100
2,2,4,0,4,1100
2,2,4,4,1,1100
2,6,2,3,0,1100
3,1,8,0,2,1100
4,2,3,1,3,1100
4,2,3,5,0,1100
4,6,1,0,2,1100
5,1,7,1,1,1100
5,5,5,0,0,1100
6,2,2,2,2,1100
6,6,0,1,1,1100
7,1,6,2,0,1100
8,2,1,3,1,1100
0,1,8,3,1,1101
0,5,6,2,0,1101
1,2,3,0,5,1101
1,2,3,4,2,1101
1,6,1,3,1,1101
2,1,7,0,3,1101
2,1,7,4,0,1101
3,2,2,1,4,1101
3,2,2,5,1,1101
3,6,0,0,3,1101
3,6,0,4,0,1101
4,1,6,1,2,1101
4,5,4,0,1,1101
5,2,1,2,3,1101
5,2,1,6,0,1101
6,1,5,2,1,1101
6,5,3,1,0,1101
7,2,0,3,2,1101
8,1,4,3,0,1101
0,2,2,0,6,1102
0,2,2,4,3,1102
0,2,2,8,0,1102
0,6,0,3,2,1102
1,1,6,0,4,1102
1,1,6,4,1,1102
1,5,4,3,0,1102
2,2,1,1,5,1102
2,2,1,5,2,1102
3,1,5,1,3,1102
3,1,5,5,0,1102
3,5,3,0,2,1102
4,0,9,1,1,1102
4,2,0,2,4,1102
4,2,0,6,1,1102
4,4,7,0,0,1102
5,1,4,2,2,1102
5,5,2,1,1,1102
5,9,0,0,0,1102
6,0,8,2,0,1102
7,1,3,3,1,1102
7,5,1,2,0,1102
9,1,2,0,3,1102
9,1,2,4,0,1102
0,1,5,0,5,1103
0,1,5,4,2,1103
0,5,3,3,1,1103
0,9,1,2,0,1103
1,0,9,0,3,1103
1,0,9,4,0,1103
1,2,0,1,6,1103
1,2,0,5,3,1103
1,2,0,9,0,1103
2,1,4,1,4,1103
2,1,4,5,1,1103
2,5,2,0,3,1103
2,5,2,4,0,1103
3,0,8,1,2,1103
3,4,6,0,1,1103
4,1,3,2,3,1103
4,1,3,6,0,1103
4,5,1,1,2,1103
5,0,7,2,1,1103
5,4,5,1,0,1103
6,1,2,3,2,1103
6,5,0,2,1,1103
7,0,6,3,0,1103
8,1,1,0,4,1103
8,1,1,4,1,1103
9,0,5,0,2,1103
0,0,8,0,4,1104
0,0,8,4,1,1104
0,4,6,3,0,1104
1,1,3,1,5,1104
1,1,3,5,2,1104
1,5,1,0,4,1104
1,5,1,4,1,1104
2,0,7,1,3,1104
2,0,7,5,0,1104
2,4,5,0,2,1104
3,1,2,2,4,1104
3,1,2,6,1,1104
3,3,9,0,0,1104
3,5,0,1,3,1104
3,5,0,5,0,1104
4,0,6,2,2,1104
4,4,4,1,1,1104
4,8,2,0,0,1104
5,1,1,3,3,1104
5,1,1,7,0,1104
6,0,5,3,1,1104
6,4,3,2,0,1104
7,1,0,0,5,1104
7,1,0,4,2,1104
8,0,4,0,3,1104
8,0,4,4,0,1104
0,1,2,1,6,1105
0,1,2,5,3,1105
0,1,2,9,0,1105
0,5,0,0,5,1105
0,5,0,4,2,1105
1,0,6,1,4,1105
1,0,6,5,1,1105
1,4,4,0,3,1105
1,4,4,4,0,1105
2,1,1,2,5,1105
2,1,1,6,2,1105
2,3,8,0,1,1105
3,0,5,2,3,1105
3,0,5,6,0,1105
3,4,3,1,2,1105
3,8,1,0,1,1105
4,1,0,3,4,1105
4,1,0,7,1,1105
4,3,7,1,0,1105
5,0,4,3,2,1105
5,4,2,2,1,1105
5,8,0,1,0,1105
7,0,3,0,4,1105
7,0,3,4,1,1105
7,4,1,3,0,1105
9,0,2,1,3,1105
9,0,2,5,0,1105
9,4,0,0,2,1105
0,0,5,1,5,1106
0,0,5,5,2,1106
0,4,3,0,4,1106
0,4,3,4,1,1106
0,8,1,3,0,1106
1,1,0,2,6,1106
1,1,0,6,3,1106
1,3,7,0,2,1106
2,0,4,2,4,1106
2,0,4,6,1,1106
2,4,2,1,3,1106
2,4,2,5,0,1106
2,8,0,0,2,1106
3,3,6,1,1,1106
3,7,4,0,0,1106
4,0,3,3,3,1106
4,0,3,7,0,1106
4,4,1,2,2,1106
5,3,5,2,0,1106
6,0,2,0,5,1106
6,0,2,4,2,1106
6,4,0,3,1,1106
8,0,1,1,4,1106
8,0,1,5,1,1106
9,3,3,0,1,1106
0,3,6,0,3,1107
0,3,6,4,0,1107
1,0,3,2,5,1107
1,0,3,6,2,1107
1,4,1,1,4,1107
1,4,1,5,1,1107
2,3,5,1,2,1107
2,7,3,0,1,1107
3,0,2,3,4,1107
3,0,2,7,1,1107
3,2,9,1,0,1107
3,4,0,2,3,1107
3,4,0,6,0,1107
4,3,4,2,1,1107
4,7,2,1,0,1107
5,0,1,0,6,1107
5,0,1,4,3,1107
5,0,1,8,0,1107
6,3,3,3,0,1107
7,0,0,1,5,1107
7,0,0,5,2,1107
8,3,2,0,2,1107
9,2,6,0,0,1107
0,0,2,2,6,1108
0,0,2,6,3,1108
0,2,9,0,2,1108
0,4,0,1,5,1108
0,4,0,5,2,1108
1,3,4,1,3,1108
1,3,4,5,0,1108
1,7,2,0,2,1108
2,0,1,3,5,1108
2,0,1,7,2,1108
2,2,8,1,1,1108
2,6,6,0,0,1108
3,3,3,2,2,1108
3,7,1,1,1,1108
4,0,0,0,7,1108
4,0,0,4,4,1108
4,0,0,8,1,1108
4,2,7,2,0,1108
5,3,2,3,1,1108
5,7,0,2,0,1108
7,3,1,0,3,1108
7,3,1,4,0,1108
8,2,5,0,1,1108
9,3,0,1,2,1108
0,3,3,1,4,1109
0,3,3,5,1,1109
0,7,1,0,3,1109
0,7,1,4,0,1109
1,0,0,3,6,1109
1,0,0,7,3,1109
1,2,7,1,2,1109
1,6,5,0,1,1109
2,3,2,2,3,1109
2,3,2,6,0,1109
2,7,0,1,2,1109
3,2,6,2,1,1109
3,6,4,1,0,1109
4,3,1,3,2,1109
5,2,5,3,0,1109
6,3,0,0,4,1109
6,3,0,4,1,1109
7,2,4,0,2,1109
8,1,8,0,0,1109
9,2,3,1,1,1109
9,6,1,0,0,1109
0,2,6,1,3,1110
0,2,6,5,0,1110
0,6,4,0,2,1110
1,3,1,2,4,1110
1,3,1,6,1,1110
1,5,8,0,0,1110
2,2,5,2,2,1110
2,6,3,1,1,1110
3,1,9,2,0,1110
3,3,0,3,3,1110
3,3,0,7,0,1110
4,2,4,3,1,1110
4,6,2,2,0,1110
6,2,3,0,3,1110
6,2,3,4,0,1110
7,1,7,0,1,1110
8,2,2,1,2,1110
8,6,0,0,1,1110
9,1,6,1,0,1110
0,1,9,1,2,1111
0,3,0,2,5,1111
0,3,0,6,2,1111
0,5,7,0,1,1111
1,2,4,2,3,1111
1,2,4,6,0,1111
1,6,2,1,2,1111
2,1,8,2,1,1111
2,5,6,1,0,1111
3,2,3,3,2,1111
3,6,1,2,1,1111
4,1,7,3,0,1111
5,2,2,0,4,1111
5,2,2,4,1,1111
5,6,0,3,0,1111
6,1,6,0,2,1111
7,2,1,1,3,1111
7,2,1,5,0,1111
8,1,5,1,1,1111
8,5,3,0,0,1111
9,2,0,2,2,1111
0,2,3,2,4,1112
0,2,3,6,1,1112
0,6,1,1,3,1112
0,6,1,5,0,1112
1,1,7,2,2,1112
1,5,5,1,1,1112
1,9,3,0,0,1112
2,2,2,3,3,1112
2,2,2,7,0,1112
2,6,0,2,2,1112
3,1,6,3,1,1112
3,5,4,2,0,1112
4,2,1,0,5,1112
4,2,1,4,2,1112
5,1,5,0,3,1112
5,1,5,4,0,1112
6,0,9,0,1,1112
6,2,0,1,4,1112
6,2,0,5,1,1112
7,1,4,1,2,1112
7,5,2,0,1,1112
8,0,8,1,0,1112
9,1,3,2,1,1112
9,5,1,1,0,1112
0,1,6,2,3,1113
0,1,6,6,0,1113
0,5,4,1,2,1113
0,9,2,0,1,1113
1,2,1,3,4,1113
1,2,1,7,1,1113
1,4,8,1,0,1113
2,1,5,3,2,1113
2,5,3,2,1,1113
2,9,1,1,0,1113
3,0,9,3,0,1113
3,2,0,0,6,1113
3,2,0,4,3,1113
3,2,0,8,0,1113
4,1,4,0,4,1113
4,1,4,4,1,1113
4,5,2,3,0,1113
5,0,8,0,2,1113
6,1,3,1,3,1113
6,1,3,5,0,1113
6,5,1,0,2,1113
7,0,7,1,1,1113
7,4,5,0,0,1113
8,1,2,2,2,1113
8,5,0,1,1,1113
9,0,6,2,0,1113
0,0,9,2,2,1114
0,2,0,3,5,1114
0,2,0,7,2,1114
0,4,7,1,1,1114
0,8,5,0,0,1114
1,1,4,3,3,1114
1,1,4,7,0,1114
1,5,2,2,2,1114
1,9,0,1,1,1114
2,0,8,3,1,1114
2,4,6,2,0,1114
3,1,3,0,5,1114
3,1,3,4,2,1114
3,5,1,3,1,1114
4,0,7,0,3,1114
4,0,7,4,0,1114
5,1,2,1,4,1114
5,1,2,5,1,1114
5,5,0,0,3,1114
5,5,0,4,0,1114
6,0,6,1,2,1114
6,4,4,0,1,1114
7,1,1,2,3,1114
7,1,1,6,0,1114
8,0,5,2,1,1114
8,4,3,1,0,1114
9,1,0,3,2,1114
0,1,3,3,4,1115
0,1,3,7,1,1115
0,5,1,2,3,1115
0,5,1,6,0,1115
1,0,7,3,2,1115
1,4,5,2,1,1115
1,8,3,1,0,1115
2,1,2,0,6,1115
2,1,2,4,3,1115
2,1,2,8,0,1115
2,5,0,3,2,1115
3,0,6,0,4,1115
3,0,6,4,1,1115
3,4,4,3,0,1115
4,1,1,1,5,1115
4,1,1,5,2,1115
5,0,5,1,3,1115
5,0,5,5,0,1115
5,4,3,0,2,1115
6,1,0,2,4,1115
6,1,0,6,1,1115
6,3,7,0,0,1115
7,0,4,2,2,1115
7,4,2,1,1,1115
7,8,0,0,0,1115
9,0,3,3,1,1115
9,4,1,2,0,1115
0,0,6,3,3,1116
0,0,6,7,0,1116
0,4,4,2,2,1116
0,8,2,1,1,1116
1,1,1,0,7,1116
1,1,1,4,4,1116
1,1,1,8,1,1116
1,3,8,2,0,1116
2,0,5,0,5,1116
2,0,5,4,2,1116
2,4,3,3,1,1116
2,8,1,2,0,1116
3,1,0,1,6,1116
3,1,0,5,3,1116
3,1,0,9,0,1116
4,0,4,1,4,1116
4,0,4,5,1,1116
4,4,2,0,3,1116
4,4,2,4,0,1116
5,3,6,0,1,1116
6,0,3,2,3,1116
6,0,3,6,0,1116
6,4,1,1,2,1116
7,3,5,1,0,1116
8,0,2,3,2,1116
8,4,0,2,1,1116
0,1,0,0,8,1117
0,1,0,4,5,1117
0,1,0,8,2,1117
0,3,7,2,1,1117
0,7,5,1,0,1117
1,0,4,0,6,1117
1,0,4,4,3,1117
1,0,4,8,0,1117
1,4,2,3,2,1117
1,8,0,2,1,1117
2,3,6,3,0,1117
3,0,3,1,5,1117
3,0,3,5,2,1117
3,4,1,0,4,1117
3,4,1,4,1,1117
4,3,5,0,2,1117
5,0,2,2,4,1117
5,0,2,6,1,1117
5,2,9,0,0,1117
5,4,0,1,3,1117
5,4,0,5,0,1117
6,3,4,1,1,1117
6,7,2,0,0,1117
7,0,1,3,3,1117
7,0,1,7,0,1117
8,3,3,2,0,1117
9,0,0,0,5,1117
9,0,0,4,2,1117
0,0,3,0,7,1118
0,0,3,4,4,1118
0,0,3,8,1,1118
0,4,1,3,3,1118
0,4,1,7,0,1118
1,3,5,3,1,1118
1,7,3,2,0,1118
2,0,2,1,6,1118
2,0,2,5,3,1118
2,0,2,9,0,1118
2,4,0,0,5,1118
2,4,0,4,2,1118
3,3,4,0,3,1118
3,3,4,4,0,1118
4,0,1,2,5,1118
4,0,1,6,2,1118
4,2,8,0,1,1118
5,3,3,1,2,1118
5,7,1,0,1,1118
6,0,0,3,4,1118
6,0,0,7,1,1118
6,2,7,1,0,1118
7,3,2,2,1,1118
7,7,0,1,0,1118
9,3,1,3,0,1118
0,3,4,3,2,1119
0,7,2,2,1,1119
1,0,1,1,7,1119
1,0,1,5,4,1119
1,0,1,9,1,1119
1,2,8,3,0,1119
2,3,3,0,4,1119
2,3,3,4,1,1119
2,7,1,3,0,1119
3,0,0,2,6,1119
3,0,0,6,3,1119
3,2,7,0,2,1119
4,3,2,1,3,1119
4,3,2,5,0,1119
4,7,0,0,2,1119
5,2,6,1,1,1119
5,6,4,0,0,1119
6,3,1,2,2,1119
7,2,5,2,0,1119
8,3,0,3,1,1119
0,0,0,1,8,1120
0,0,0,5,5,1120
0,0,0,9,2,1120
0,2,7,3,1,1120
0,6,5,2,0,1120
1,3,2,0,5,1120
1,3,2,4,2,1120
1,7,0,3,1,1120
2,2,6,0,3,1120
2,2,6,4,0,1120
3,3,1,1,4,1120
3,3,1,5,1,1120
4,2,5,1,2,1120
4,6,3,0,1,1120
5,1,9,1,0,1120
5,3,0,2,3,1120
5,3,0,6,0,1120
6,2,4,2,1,1120
6,6,2,1,0,1120
8,2,3,3,0,1120
0,3,1,0,6,1121
0,3,1,4,3,1121
0,3,1,8,0,1121
1,2,5,0,4,1121
1,2,5,4,1,1121
1,6,3,3,0,1121
2,1,9,0,2,1121
2,3,0,1,5,1121
2,3,0,5,2,1121
3,2,4,1,3,1121
3,2,4,5,0,1121
3,6,2,0,2,1121
4,1,8,1,1,1121
4,5,6,0,0,1121
5,2,3,2,2,1121
5,6,1,1,1,1121
6,1,7,2,0,1121
7,2,2,3,1,1121
7,6,0,2,0,1121
9,2,1,0,3,1121
9,2,1,4,0,1121
0,2,4,0,5,1122
0,2,4,4,2,1122
0,6,2,3,1,1122
1,1,8,0,3,1122
1,1,8,4,0,1122
2,2,3,1,4,1122
2,2,3,5,1,1122
2,6,1,0,3,1122
2,6,1,4,0,1122
3,1,7,1,2,1122
3,5,5,0,1,1122
4,2,2,2,3,1122
4,2,2,6,0,1122
4,6,0,1,2,1122
5,1,6,2,1,1122
5,5,4,1,0,1122
6,2,1,3,2,1122
7,1,5,3,0,1122
8,2,0,0,4,1122
8,2,0,4,1,1122
9,1,4,0,2,1122
0,1,7,0,4,1123
0,1,7,4,1,1123
0,5,5,3,0,1123
1,2,2,1,5,1123
1,2,2,5,2,1123
1,6,0,0,4,1123
1,6,0,4,1,1123
2,1,6,1,3,1123
2,1,6,5,0,1123
2,5,4,0,2,1123
3,2,1,2,4,1123
3,2,1,6,1,1123
3,4,8,0,0,1123
4,1,5,2,2,1123
4,5,3,1,1,1123
4,9,1,0,0,1123
5,0,9,2,0,1123
5,2,0,3,3,1123
5,2,0,7,0,1123
6,1,4,3,1,1123
6,5,2,2,0,1123
8,1,3,0,3,1123
8,1,3,4,0,1123
9,0,7,0,1,1123
0,2,1,1,6,1124
0,2,1,5,3,1124
0,2,1,9,0,1124
1,1,5,1,4,1124
1,1,5,5,1,1124
1,5,3,0,3,1124
1,5,3,4,0,1124
2,0,9,1,2,1124
2,2,0,2,5,1124
2,2,0,6,2,1124
2,4,7,0,1,1124
3,1,4,2,3,1124
3,1,4,6,0,1124
3,5,2,1,2,1124
3,9,0,0,1,1124
4,0,8,2,1,1124
4,4,6,1,0,1124
5,1,3,3,2,1124
5,5,1,2,1,1124
6,0,7,3,0,1124
7,1,2,0,4,1124
7,1,2,4,1,1124
7,5,0,3,0,1124
8,0,6,0,2,1124
9,1,1,1,3,1124
9,1,1,5,0,1124
0,1,4,1,5,1125
0,1,4,5,2,1125
0,5,2,0,4,1125
0,5,2,4,1,1125
0,9,0,3,0,1125
1,0,8,1,3,1125
1,0,8,5,0,1125
1,4,6,0,2,1125
2,1,3,2,4,1125
2,1,3,6,1,1125
2,5,1,1,3,1125
2,5,1,5,0,1125
3,0,7,2,2,1125
3,4,5,1,1,1125
3,8,3,0,0,1125
4,1,2,3,3,1125
4,1,2,7,0,1125
4,5,0,2,2,1125
5,0,6,3,1,1125
5,4,4,2,0,1125
6,1,1,0,5,1125
6,1,1,4,2,1125
7,0,5,0,3,1125
7,0,5,4,0,1125
8,1,0,1,4,1125
8,1,0,5,1,1125
9,0,4,1,2,1125
9,4,2,0,1,1125
0,0,7,1,4,1126
0,0,7,5,1,1126
0,4,5,0,3,1126
0,4,5,4,0,1126
1,1,2,2,5,1126
1,1,2,6,2,1126
1,3,9,0,1,1126
1,5,0,1,4,1126
1,5,0,5,1,1126
2,0,6,2,3,1126
2,0,6,6,0,1126
2,4,4,1,2,1126
2,8,2,0,1,1126
3,1,1,3,4,1126
3,1,1,7,1,1126
3,3,8,1,0,1126
4,0,5,3,2,1126
4,4,3,2,1,1126
4,8,1,1,0,1126
5,1,0,0,6,1126
5,1,0,4,3,1126
5,1,0,8,0,1126
6,0,4,0,4,1126
6,0,4,4,1,1126
6,4,2,3,0,1126
8,0,3,1,3,1126
8,0,3,5,0,1126
8,4,1,0,2,1126
9,3,5,0,0,1126
0,1,1,2,6,1127
0,1,1,6,3,1127
0,3,8,0,2,1127
1,0,5,2,4,1127
1,0,5,6,1,1127
1,4,3,1,3,1127
1,4,3,5,0,1127
1,8,1,0,2,1127
2,1,0,3,5,1127
2,1,0,7,2,1127
2,3,7,1,1,1127
2,7,5,0,0,1127
3,0,4,3,3,1127
3,0,4,7,0,1127
3,4,2,2,2,1127
3,8,0,1,1,1127
4,3,6,2,0,1127
5,0,3,0,5,1127
5,0,3,4,2,1127
5,4,1,3,1,1127
7,0,2,1,4,1127
7,0,2,5,1,1127
7,4,0,0,3,1127
7,4,0,4,0,1127
8,3,4,0,1,1127
9,0,1,2,3,1127
9,0,1,6,0,1127
0,0,4,2,5,1128
0,0,4,6,2,1128
0,4,2,1,4,1128
0,4,2,5,1,1128
0,8,0,0,3,1128
0,8,0,4,0,1128
1,3,6,1,2,1128
1,7,4,0,1,1128
2,0,3,3,4,1128
2,0,3,7,1,1128
2,4,1,2,3,1128
2,4,1,6,0,1128
3,3,5,2,1,1128
3,7,3,1,0,1128
4,0,2,0,6,1128
4,0,2,4,3,1128
4,0,2,8,0,1128
4,4,0,3,2,1128
5,3,4,3,0,1128
6,0,1,1,5,1128
6,0,1,5,2,1128
7,3,3,0,2,1128
8,0,0,2,4,1128
8,0,0,6,1,1128
8,2,7,0,0,1128
9,3,2,1,1,1128
9,7,0,0,0,1128
0,3,5,1,3,1129
0,3,5,5,0,1129
0,7,3,0,2,1129
1,0,2,3,5,1129
1,0,2,7,2,1129
1,2,9,1,1,1129
1,4,0,2,4,1129
1,4,0,6,1,1129
1,6,7,0,0,1129
2,3,4,2,2,1129
2,7,2,1,1,1129
3,0,1,0,7,1129
3,0,1,4,4,1129
3,0,1,8,1,1129
3,2,8,2,0,1129
4,3,3,3,1,1129
4,7,1,2,0,1129
5,0,0,1,6,1129
5,0,0,5,3,1129
5,0,0,9,0,1129
6,3,2,0,3,1129
6,3,2,4,0,1129
7,2,6,0,1,1129
8,3,1,1,2,1129
9,2,5,1,0,1129
0,0,1,3,6,1130
0,0,1,7,3,1130
0,2,8,1,2,1130
0,6,6,0,1,1130
1,3,3,2,3,1130
1,3,3,6,0,1130
1,7,1,1,2,1130
2,0,0,0,8,1130
2,0,0,4,5,1130
2,0,0,8,2,1130
2,2,7,2,1,1130
2,6,5,1,0,1130
3,3,2,3,2,1130
3,7,0,2,1,1130
4,2,6,3,0,1130
5,3,1,0,4,1130
5,3,1,4,1,1130
6,2,5,0,2,1130
7,1,9,0,0,1130
7,3,0,1,3,1130
7,3,0,5,0,1130
8,2,4,1,1,1130
8,6,2,0,0,1130
0,3,2,2,4,1131
0,3,2,6,1,1131
0,5,9,0,0,1131
0,7,0,1,3,1131
0,7,0,5,0,1131
1,2,6,2,2,1131
1,6,4,1,1,1131
2,3,1,3,3,1131
2,3,1,7,0,1131
3,2,5,3,1,1131
3,6,3,2,0,1131
4,3,0,0,5,1131
4,3,0,4,2,1131
5,2,4,0,3,1131
5,2,4,4,0,1131
6,1,8,0,1,1131
7,2,3,1,2,1131
7,6,1,0,1,1131
8,1,7,1,0,1131
9,2,2,2,1,1131
9,6,0,1,0,1131
0,2,5,2,3,1132
0,2,5,6,0,1132
0,6,3,1,2,1132
1,1,9,2,1,1132
1,3,0,3,4,1132
1,3,0,7,1,1132
1,5,7,1,0,1132
2,2,4,3,2,1132
2,6,2,2,1,1132
3,1,8,3,0,1132
4,2,3,0,4,1132
4,2,3,4,1,1132
4,6,1,3,0,1132
5,1,7,0,2,1132
6,2,2,1,3,1132
6,2,2,5,0,1132
6,6,0,0,2,1132
7,1,6,1,1,1132
7,5,4,0,0,1132
8,2,1,2,2,1132
9,1,5,2,0,1132
0,1,8,2,2,1133
0,5,6,1,1,1133
0,9,4,0,0,1133
1,2,3,3,3,1133
1,2,3,7,0,1133
1,6,1,2,2,1133
2,1,7,3,1,1133
2,5,5,2,0,1133
3,2,2,0,5,1133
3,2,2,4,2,1133
3,6,0,3,1,1133
4,1,6,0,3,1133
4,1,6,4,0,1133
5,2,1,1,4,1133
5,2,1,5,1,1133
6,1,5,1,2,1133
6,5,3,0,1,1133
7,0,9,1,0,1133
7,2,0,2,3,1133
7,2,0,6,0,1133
8,1,4,2,1,1133
8,5,2,1,0,1133
0,2,2,3,4,1134
0,2,2,7,1,1134
0,4,9,1,0,1134
0,6,0,2,3,1134
0,6,0,6,0,1134
1,1,6,3,2,1134
1,5,4,2,1,1134
1,9,2,1,0,1134
2,2,1,0,6,1134
2,2,1,4,3,1134
2,2,1,8,0,1134
3,1,5,0,4,1134
3,1,5,4,1,1134
3,5,3,3,0,1134
4,0,9,0,2,1134
4,2,0,1,5,1134
4,2,0,5,2,1134
5,1,4,1,3,1134
5,1,4,5,0,1134
5,5,2,0,2,1134
6,0,8,1,1,1134
6,4,6,0,0,1134
7,1,3,2,2,1134
7,5,1,1,1,1134
8,0,7,2,0,1134
9,1,2,3,1,1134
9,5,0,2,0,1134
0,1,5,3,3,1135
0,1,5,7,0,1135
0,5,3,2,2,1135
0,9,1,1,1,1135
1,0,9,3,1,1135
1,2,0,0,7,1135
1,2,0,4,4,1135
1,2,0,8,1,1135
1,4,7,2,0,1135
2,1,4,0,5,1135
2,1,4,4,2,1135
2,5,2,3,1,1135
2,9,0,2,0,1135
3,0,8,0,3,1135
3,0,8,4,0,1135
4,1,3,1,4,1135
4,1,3,5,1,1135
4,5,1,0,3,1135
4,5,1,4,0,1135
5,0,7,1,2,1135
5,4,5,0,1,1135
6,1,2,2,3,1135
6,1,2,6,0,1135
6,5,0,1,2,1135
7,0,6,2,1,1135
7,4,4,1,0,1135
8,1,1,3,2,1135
9,0,5,3,0,1135
0,0,8,3,2,1136
0,4,6,2,1,1136
0,8,4,1,0,1136
1,1,3,0,6,1136
1,1,3,4,3,1136
1,1,3,8,0,1136
1,5,1,3,2,1136
2,0,7,0,4,1136
2,0,7,4,1,1136
2,4,5,3,0,1136
3,1,2,1,5,1136
3,1,2,5,2,1136
