2M,4M,6M,MM,
0,5,1,5,2001495
1,4,0,6,2001495
6,7,0,0,2001496
3,3,6,0,2001497
4,2,5,1,2001497
5,1,4,2,2001497
6,0,3,3,2001497
2,5,5,0,2001499
3,4,4,1,2001499
4,3,3,2,2001499
5,2,2,3,2001499
6,1,1,4,2001499
7,0,0,5,2001499
0,0,0,10,2001500
1,7,4,0,2001501
2,6,3,1,2001501
3,5,2,2,2001501
4,4,1,3,2001501
5,3,0,4,2001501
0,1,8,2,2001502
1,0,7,3,2001502
0,9,3,0,2001503
9,0,4,0,2001503
1,8,2,1,2001503
2,7,1,2,2001503
3,6,0,3,2001503
0,2,6,3,2001504
1,1,5,4,2001504
2,0,4,5,2001504
8,2,3,0,2001505
9,1,2,1,2001505
1,9,0,2,2001505
0,3,4,4,2001506
1,2,3,5,2001506
2,1,2,6,2001506
3,0,1,7,2001506
7,4,2,0,2001507
8,3,1,1,2001507
9,2,0,2,2001507
4,0,8,0,2001508
0,4,2,5,2001508
1,3,1,6,2001508
2,2,0,7,2001508
6,6,1,0,2001509
7,5,0,1,2001509
3,2,7,0,2001510
4,1,6,1,2001510
5,0,5,2,2001510
0,5,0,6,2001510
5,8,0,0,2001511
2,4,6,0,2001512
3,3,5,1,2001512
4,2,4,2,2001512
5,1,3,3,2001512
6,0,2,4,2001512
1,6,5,0,2001514
2,5,4,1,2001514
3,4,3,2,2001514
4,3,2,3,2001514
5,2,1,4,2001514
6,1,0,5,2001514
0,0,9,2,2001515
0,8,4,0,2001516
1,7,3,1,2001516
2,6,2,2,2001516
3,5,1,3,2001516
4,4,0,4,2001516
0,1,7,3,2001517
1,0,6,4,2001517
8,1,4,0,2001518
0,9,2,1,2001518
9,0,3,1,2001518
1,8,1,2,2001518
2,7,0,3,2001518
0,2,5,4,2001519
1,1,4,5,2001519
2,0,3,6,2001519
7,3,3,0,2001520
8,2,2,1,2001520
9,1,1,2,2001520
0,3,3,5,2001521
1,2,2,6,2001521
2,1,1,7,2001521
3,0,0,8,2001521
6,5,2,0,2001522
7,4,1,1,2001522
8,3,0,2,2001522
3,1,8,0,2001523
4,0,7,1,2001523
0,4,1,6,2001523
1,3,0,7,2001523
5,7,1,0,2001524
6,6,0,1,2001524
2,3,7,0,2001525
3,2,6,1,2001525
4,1,5,2,2001525
5,0,4,3,2001525
4,9,0,0,2001526
1,5,6,0,2001527
2,4,5,1,2001527
3,3,4,2,2001527
4,2,3,3,2001527
5,1,2,4,2001527
6,0,1,5,2001527
0,7,5,0,2001529
1,6,4,1,2001529
2,5,3,2,2001529
3,4,2,3,2001529
4,3,1,4,2001529
5,2,0,5,2001529
0,0,8,3,2001530
8,0,5,0,2001531
0,8,3,1,2001531
1,7,2,2,2001531
2,6,1,3,2001531
3,5,0,4,2001531
0,1,6,4,2001532
1,0,5,5,2001532
7,2,4,0,2001533
8,1,3,1,2001533
0,9,1,2,2001533
9,0,2,2,2001533
1,8,0,3,2001533
0,2,4,5,2001534
1,1,3,6,2001534
2,0,2,7,2001534
6,4,3,0,2001535
7,3,2,1,2001535
8,2,1,2,2001535
9,1,0,3,2001535
3,0,9,0,2001536
0,3,2,6,2001536
1,2,1,7,2001536
2,1,0,8,2001536
5,6,2,0,2001537
6,5,1,1,2001537
7,4,0,2,2001537
2,2,8,0,2001538
3,1,7,1,2001538
4,0,6,2,2001538
0,4,0,7,2001538
4,8,1,0,2001539
5,7,0,1,2001539
1,4,7,0,2001540
2,3,6,1,2001540
3,2,5,2,2001540
4,1,4,3,2001540
5,0,3,4,2001540
0,6,6,0,2001542
1,5,5,1,2001542
2,4,4,2,2001542
3,3,3,3,2001542
4,2,2,4,2001542
5,1,1,5,2001542
6,0,0,6,2001542
0,7,4,1,2001544
1,6,3,2,2001544
2,5,2,3,2001544
3,4,1,4,2001544
4,3,0,5,2001544
0,0,7,4,2001545
7,1,5,0,2001546
8,0,4,1,2001546
0,8,2,2,2001546
1,7,1,3,2001546
2,6,0,4,2001546
0,1,5,5,2001547
1,0,4,6,2001547
6,3,4,0,2001548
7,2,3,1,2001548
8,1,2,2,2001548
0,9,0,3,2001548
9,0,1,3,2001548
0,2,3,6,2001549
1,1,2,7,2001549
2,0,1,8,2001549
5,5,3,0,2001550
6,4,2,1,2001550
7,3,1,2,2001550
8,2,0,3,2001550
2,1,9,0,2001551
3,0,8,1,2001551
0,3,1,7,2001551
1,2,0,8,2001551
4,7,2,0,2001552
5,6,1,1,2001552
6,5,0,2,2001552
1,3,8,0,2001553
2,2,7,1,2001553
3,1,6,2,2001553
4,0,5,3,2001553
3,9,1,0,2001554
4,8,0,1,2001554
0,5,7,0,2001555
1,4,6,1,2001555
2,3,5,2,2001555
3,2,4,3,2001555
4,1,3,4,2001555
5,0,2,5,2001555
0,6,5,1,2001557
1,5,4,2,2001557
2,4,3,3,2001557
3,3,2,4,2001557
4,2,1,5,2001557
5,1,0,6,2001557
7,0,6,0,2001559
0,7,3,2,2001559
1,6,2,3,2001559
2,5,1,4,2001559
3,4,0,5,2001559
0,0,6,5,2001560
6,2,5,0,2001561
7,1,4,1,2001561
8,0,3,2,2001561
0,8,1,3,2001561
1,7,0,4,2001561
0,1,4,6,2001562
1,0,3,7,2001562
5,4,4,0,2001563
6,3,3,1,2001563
7,2,2,2,2001563
8,1,1,3,2001563
9,0,0,4,2001563
0,2,2,7,2001564
1,1,1,8,2001564
2,0,0,9,2001564
4,6,3,0,2001565
5,5,2,1,2001565
6,4,1,2,2001565
7,3,0,3,2001565
1,2,9,0,2001566
2,1,8,1,2001566
3,0,7,2,2001566
0,3,0,8,2001566
3,8,2,0,2001567
4,7,1,1,2001567
5,6,0,2,2001567
0,4,8,0,2001568
1,3,7,1,2001568
2,2,6,2,2001568
3,1,5,3,2001568
4,0,4,4,2001568
3,9,0,1,2001569
0,5,6,1,2001570
1,4,5,2,2001570
2,3,4,3,2001570
3,2,3,4,2001570
4,1,2,5,2001570
5,0,1,6,2001570
0,6,4,2,2001572
1,5,3,3,2001572
2,4,2,4,2001572
3,3,1,5,2001572
4,2,0,6,2001572
9,5,0,0,2001573
6,1,6,0,2001574
7,0,5,1,2001574
0,7,2,3,2001574
1,6,1,4,2001574
2,5,0,5,2001574
0,0,5,6,2001575
5,3,5,0,2001576
6,2,4,1,2001576
7,1,3,2,2001576
8,0,2,3,2001576
0,8,0,4,2001576
0,1,3,7,2001577
1,0,2,8,2001577
4,5,4,0,2001578
5,4,3,1,2001578
6,3,2,2,2001578
7,2,1,3,2001578
8,1,0,4,2001578
2,0,9,1,2001579
0,2,1,8,2001579
1,1,0,9,2001579
3,7,3,0,2001580
4,6,2,1,2001580
5,5,1,2,2001580
6,4,0,3,2001580
0,3,9,0,2001581
1,2,8,1,2001581
2,1,7,2,2001581
3,0,6,3,2001581
2,9,2,0,2001582
3,8,1,1,2001582
4,7,0,2,2001582
0,4,7,1,2001583
1,3,6,2,2001583
2,2,5,3,2001583
3,1,4,4,2001583
4,0,3,5,2001583
0,5,5,2,2001585
1,4,4,3,2001585
2,3,3,4,2001585
3,2,2,5,2001585
4,1,1,6,2001585
5,0,0,7,2001585
9,4,1,0,2001586
6,0,7,0,2001587
0,6,3,3,2001587
1,5,2,4,2001587
2,4,1,5,2001587
3,3,0,6,2001587
8,6,0,0,2001588
5,2,6,0,2001589
6,1,5,1,2001589
7,0,4,2,2001589
0,7,1,4,2001589
1,6,0,5,2001589
0,0,4,7,2001590
4,4,5,0,2001591
5,3,4,1,2001591
6,2,3,2,2001591
7,1,2,3,2001591
8,0,1,4,2001591
0,1,2,8,2001592
1,0,1,9,2001592
3,6,4,0,2001593
4,5,3,1,2001593
5,4,2,2,2001593
6,3,1,3,2001593
7,2,0,4,2001593
1,1,9,1,2001594
2,0,8,2,2001594
0,2,0,9,2001594
2,8,3,0,2001595
3,7,2,1,2001595
4,6,1,2,2001595
5,5,0,3,2001595
0,3,8,1,2001596
1,2,7,2,2001596
2,1,6,3,2001596
3,0,5,4,2001596
2,9,1,1,2001597
3,8,0,2,2001597
0,4,6,2,2001598
1,3,5,3,2001598
2,2,4,4,2001598
3,1,3,5,2001598
4,0,2,6,2001598
9,3,2,0,2001599
0,5,4,3,2001600
1,4,3,4,2001600
2,3,2,5,2001600
3,2,1,6,2001600
4,1,0,7,2001600
8,5,1,0,2001601
9,4,0,1,2001601
5,1,7,0,2001602
6,0,6,1,2001602
0,6,2,4,2001602
1,5,1,5,2001602
2,4,0,6,2001602
7,7,0,0,2001603
4,3,6,0,2001604
5,2,5,1,2001604
6,1,4,2,2001604
7,0,3,3,2001604
0,7,0,5,2001604
0,0,3,8,2001605
3,5,5,0,2001606
4,4,4,1,2001606
5,3,3,2,2001606
6,2,2,3,2001606
7,1,1,4,2001606
8,0,0,5,2001606
0,1,1,9,2001607
1,0,0,10,2001607
2,7,4,0,2001608
3,6,3,1,2001608
4,5,2,2,2001608
5,4,1,3,2001608
6,3,0,4,2001608
0,2,9,1,2001609
1,1,8,2,2001609
2,0,7,3,2001609
1,9,3,0,2001610
2,8,2,1,2001610
3,7,1,2,2001610
4,6,0,3,2001610
0,3,7,2,2001611
1,2,6,3,2001611
2,1,5,4,2001611
3,0,4,5,2001611
9,2,3,0,2001612
2,9,0,2,2001612
0,4,5,3,2001613
1,3,4,4,2001613
2,2,3,5,2001613
3,1,2,6,2001613
4,0,1,7,2001613
8,4,2,0,2001614
9,3,1,1,2001614
5,0,8,0,2001615
0,5,3,4,2001615
1,4,2,5,2001615
2,3,1,6,2001615
3,2,0,7,2001615
7,6,1,0,2001616
8,5,0,1,2001616
4,2,7,0,2001617
5,1,6,1,2001617
6,0,5,2,2001617
0,6,1,5,2001617
1,5,0,6,2001617
6,8,0,0,2001618
3,4,6,0,2001619
4,3,5,1,2001619
5,2,4,2,2001619
6,1,3,3,2001619
7,0,2,4,2001619
0,0,2,9,2001620
2,6,5,0,2001621
3,5,4,1,2001621
4,4,3,2,2001621
5,3,2,3,2001621
6,2,1,4,2001621
7,1,0,5,2001621
1,0,9,2,2001622
0,1,0,10,2001622
1,8,4,0,2001623
2,7,3,1,2001623
3,6,2,2,2001623
4,5,1,3,2001623
5,4,0,4,2001623
0,2,8,2,2001624
1,1,7,3,2001624
2,0,6,4,2001624
9,1,4,0,2001625
1,9,2,1,2001625
2,8,1,2,2001625
3,7,0,3,2001625
0,3,6,3,2001626
1,2,5,4,2001626
2,1,4,5,2001626
3,0,3,6,2001626
8,3,3,0,2001627
9,2,2,1,2001627
0,4,4,4,2001628
1,3,3,5,2001628
2,2,2,6,2001628
3,1,1,7,2001628
4,0,0,8,2001628
7,5,2,0,2001629
8,4,1,1,2001629
9,3,0,2,2001629
4,1,8,0,2001630
5,0,7,1,2001630
0,5,2,5,2001630
1,4,1,6,2001630
2,3,0,7,2001630
6,7,1,0,2001631
7,6,0,1,2001631
3,3,7,0,2001632
4,2,6,1,2001632
5,1,5,2,2001632
6,0,4,3,2001632
0,6,0,6,2001632
5,9,0,0,2001633
2,5,6,0,2001634
3,4,5,1,2001634
4,3,4,2,2001634
5,2,3,3,2001634
6,1,2,4,2001634
7,0,1,5,2001634
0,0,1,10,2001635
1,7,5,0,2001636
2,6,4,1,2001636
3,5,3,2,2001636
4,4,2,3,2001636
5,3,1,4,2001636
6,2,0,5,2001636
0,1,9,2,2001637
1,0,8,3,2001637
0,9,4,0,2001638
9,0,5,0,2001638
1,8,3,1,2001638
2,7,2,2,2001638
3,6,1,3,2001638
4,5,0,4,2001638
0,2,7,3,2001639
1,1,6,4,2001639
2,0,5,5,2001639
8,2,4,0,2001640
9,1,3,1,2001640
1,9,1,2,2001640
2,8,0,3,2001640
0,3,5,4,2001641
1,2,4,5,2001641
2,1,3,6,2001641
3,0,2,7,2001641
7,4,3,0,2001642
8,3,2,1,2001642
9,2,1,2,2001642
4,0,9,0,2001643
0,4,3,5,2001643
1,3,2,6,2001643
2,2,1,7,2001643
3,1,0,8,2001643
6,6,2,0,2001644
7,5,1,1,2001644
8,4,0,2,2001644
3,2,8,0,2001645
4,1,7,1,2001645
5,0,6,2,2001645
0,5,1,6,2001645
1,4,0,7,2001645
5,8,1,0,2001646
6,7,0,1,2001646
2,4,7,0,2001647
3,3,6,1,2001647
4,2,5,2,2001647
5,1,4,3,2001647
6,0,3,4,2001647
1,6,6,0,2001649
2,5,5,1,2001649
3,4,4,2,2001649
4,3,3,3,2001649
5,2,2,4,2001649
6,1,1,5,2001649
7,0,0,6,2001649
0,8,5,0,2001651
1,7,4,1,2001651
2,6,3,2,2001651
3,5,2,3,2001651
4,4,1,4,2001651
5,3,0,5,2001651
0,1,8,3,2001652
1,0,7,4,2001652
8,1,5,0,2001653
0,9,3,1,2001653
9,0,4,1,2001653
1,8,2,2,2001653
2,7,1,3,2001653
3,6,0,4,2001653
0,2,6,4,2001654
1,1,5,5,2001654
2,0,4,6,2001654
7,3,4,0,2001655
8,2,3,1,2001655
9,1,2,2,2001655
1,9,0,3,2001655
0,3,4,5,2001656
1,2,3,6,2001656
2,1,2,7,2001656
3,0,1,8,2001656
6,5,3,0,2001657
7,4,2,1,2001657
8,3,1,2,2001657
9,2,0,3,2001657
3,1,9,0,2001658
4,0,8,1,2001658
0,4,2,6,2001658
1,3,1,7,2001658
2,2,0,8,2001658
5,7,2,0,2001659
6,6,1,1,2001659
7,5,0,2,2001659
2,3,8,0,2001660
3,2,7,1,2001660
4,1,6,2,2001660
5,0,5,3,2001660
0,5,0,7,2001660
4,9,1,0,2001661
5,8,0,1,2001661
1,5,7,0,2001662
2,4,6,1,2001662
3,3,5,2,2001662
4,2,4,3,2001662
5,1,3,4,2001662
6,0,2,5,2001662
0,7,6,0,2001664
1,6,5,1,2001664
2,5,4,2,2001664
3,4,3,3,2001664
4,3,2,4,2001664
5,2,1,5,2001664
6,1,0,6,2001664
0,0,9,3,2001665
8,0,6,0,2001666
0,8,4,1,2001666
1,7,3,2,2001666
2,6,2,3,2001666
3,5,1,4,2001666
4,4,0,5,2001666
0,1,7,4,2001667
1,0,6,5,2001667
7,2,5,0,2001668
8,1,4,1,2001668
0,9,2,2,2001668
9,0,3,2,2001668
1,8,1,3,2001668
2,7,0,4,2001668
0,2,5,5,2001669
1,1,4,6,2001669
2,0,3,7,2001669
6,4,4,0,2001670
7,3,3,1,2001670
8,2,2,2,2001670
9,1,1,3,2001670
0,3,3,6,2001671
1,2,2,7,2001671
2,1,1,8,2001671
3,0,0,9,2001671
5,6,3,0,2001672
6,5,2,1,2001672
7,4,1,2,2001672
8,3,0,3,2001672
2,2,9,0,2001673
3,1,8,1,2001673
4,0,7,2,2001673
0,4,1,7,2001673
1,3,0,8,2001673
4,8,2,0,2001674
5,7,1,1,2001674
6,6,0,2,2001674
1,4,8,0,2001675
2,3,7,1,2001675
3,2,6,2,2001675
4,1,5,3,2001675
5,0,4,4,2001675
4,9,0,1,2001676
0,6,7,0,2001677
1,5,6,1,2001677
2,4,5,2,2001677
3,3,4,3,2001677
4,2,3,4,2001677
5,1,2,5,2001677
6,0,1,6,2001677
0,7,5,1,2001679
1,6,4,2,2001679
2,5,3,3,2001679
3,4,2,4,2001679
4,3,1,5,2001679
5,2,0,6,2001679
0,0,8,4,2001680
7,1,6,0,2001681
8,0,5,1,2001681
0,8,3,2,2001681
1,7,2,3,2001681
2,6,1,4,2001681
3,5,0,5,2001681
0,1,6,5,2001682
1,0,5,6,2001682
6,3,5,0,2001683
7,2,4,1,2001683
8,1,3,2,2001683
0,9,1,3,2001683
9,0,2,3,2001683
1,8,0,4,2001683
0,2,4,6,2001684
1,1,3,7,2001684
2,0,2,8,2001684
5,5,4,0,2001685
6,4,3,1,2001685
7,3,2,2,2001685
8,2,1,3,2001685
9,1,0,4,2001685
3,0,9,1,2001686
0,3,2,7,2001686
1,2,1,8,2001686
2,1,0,9,2001686
4,7,3,0,2001687
5,6,2,1,2001687
6,5,1,2,2001687
7,4,0,3,2001687
1,3,9,0,2001688
2,2,8,1,2001688
3,1,7,2,2001688
4,0,6,3,2001688
0,4,0,8,2001688
3,9,2,0,2001689
4,8,1,1,2001689
5,7,0,2,2001689
0,5,8,0,2001690
1,4,7,1,2001690
2,3,6,2,2001690
3,2,5,3,2001690
4,1,4,4,2001690
5,0,3,5,2001690
0,6,6,1,2001692
1,5,5,2,2001692
2,4,4,3,2001692
3,3,3,4,2001692
4,2,2,5,2001692
5,1,1,6,2001692
6,0,0,7,2001692
7,0,7,0,2001694
0,7,4,2,2001694
1,6,3,3,2001694
2,5,2,4,2001694
3,4,1,5,2001694
4,3,0,6,2001694
9,6,0,0,2001695
0,0,7,5,2001695
6,2,6,0,2001696
7,1,5,1,2001696
8,0,4,2,2001696
0,8,2,3,2001696
1,7,1,4,2001696
2,6,0,5,2001696
0,1,5,6,2001697
1,0,4,7,2001697
5,4,5,0,2001698
6,3,4,1,2001698
7,2,3,2,2001698
8,1,2,3,2001698
0,9,0,4,2001698
9,0,1,4,2001698
0,2,3,7,2001699
1,1,2,8,2001699
2,0,1,9,2001699
4,6,4,0,2001700
5,5,3,1,2001700
6,4,2,2,2001700
7,3,1,3,2001700
8,2,0,4,2001700
2,1,9,1,2001701
3,0,8,2,2001701
0,3,1,8,2001701
1,2,0,9,2001701
3,8,3,0,2001702
4,7,2,1,2001702
5,6,1,2,2001702
6,5,0,3,2001702
0,4,9,0,2001703
1,3,8,1,2001703
2,2,7,2,2001703
3,1,6,3,2001703
4,0,5,4,2001703
3,9,1,1,2001704
4,8,0,2,2001704
0,5,7,1,2001705
1,4,6,2,2001705
2,3,5,3,2001705
3,2,4,4,2001705
4,1,3,5,2001705
5,0,2,6,2001705
0,6,5,2,2001707
1,5,4,3,2001707
2,4,3,4,2001707
3,3,2,5,2001707
4,2,1,6,2001707
5,1,0,7,2001707
9,5,1,0,2001708
6,1,7,0,2001709
7,0,6,1,2001709
0,7,3,3,2001709
1,6,2,4,2001709
2,5,1,5,2001709
3,4,0,6,2001709
8,7,0,0,2001710
0,0,6,6,2001710
5,3,6,0,2001711
6,2,5,1,2001711
7,1,4,2,2001711
8,0,3,3,2001711
0,8,1,4,2001711
1,7,0,5,2001711
0,1,4,7,2001712
1,0,3,8,2001712
4,5,5,0,2001713
5,4,4,1,2001713
6,3,3,2,2001713
7,2,2,3,2001713
8,1,1,4,2001713
9,0,0,5,2001713
0,2,2,8,2001714
1,1,1,9,2001714
2,0,0,10,2001714
3,7,4,0,2001715
4,6,3,1,2001715
5,5,2,2,2001715
6,4,1,3,2001715
7,3,0,4,2001715
1,2,9,1,2001716
2,1,8,2,2001716
3,0,7,3,2001716
0,3,0,9,2001716
2,9,3,0,2001717
3,8,2,1,2001717
4,7,1,2,2001717
5,6,0,3,2001717
0,4,8,1,2001718
1,3,7,2,2001718
2,2,6,3,2001718
3,1,5,4,2001718
4,0,4,5,2001718
3,9,0,2,2001719
0,5,6,2,2001720
1,4,5,3,2001720
2,3,4,4,2001720
3,2,3,5,2001720
4,1,2,6,2001720
5,0,1,7,2001720
9,4,2,0,2001721
6,0,8,0,2001722
0,6,4,3,2001722
1,5,3,4,2001722
2,4,2,5,2001722
3,3,1,6,2001722
4,2,0,7,2001722
8,6,1,0,2001723
9,5,0,1,2001723
5,2,7,0,2001724
6,1,6,1,2001724
7,0,5,2,2001724
0,7,2,4,2001724
1,6,1,5,2001724
2,5,0,6,2001724
7,8,0,0,2001725
0,0,5,7,2001725
4,4,6,0,2001726
5,3,5,1,2001726
6,2,4,2,2001726
7,1,3,3,2001726
8,0,2,4,2001726
0,8,0,5,2001726
0,1,3,8,2001727
1,0,2,9,2001727
3,6,5,0,2001728
4,5,4,1,2001728
5,4,3,2,2001728
6,3,2,3,2001728
7,2,1,4,2001728
8,1,0,5,2001728
2,0,9,2,2001729
0,2,1,9,2001729
1,1,0,10,2001729
2,8,4,0,2001730
3,7,3,1,2001730
4,6,2,2,2001730
5,5,1,3,2001730
6,4,0,4,2001730
0,3,9,1,2001731
1,2,8,2,2001731
2,1,7,3,2001731
3,0,6,4,2001731
2,9,2,1,2001732
3,8,1,2,2001732
4,7,0,3,2001732
0,4,7,2,2001733
1,3,6,3,2001733
2,2,5,4,2001733
3,1,4,5,2001733
4,0,3,6,2001733
9,3,3,0,2001734
0,5,5,3,2001735
1,4,4,4,2001735
2,3,3,5,2001735
3,2,2,6,2001735
4,1,1,7,2001735
5,0,0,8,2001735
8,5,2,0,2001736
9,4,1,1,2001736
5,1,8,0,2001737
6,0,7,1,2001737
0,6,3,4,2001737
1,5,2,5,2001737
2,4,1,6,2001737
3,3,0,7,2001737
7,7,1,0,2001738
8,6,0,1,2001738
4,3,7,0,2001739
5,2,6,1,2001739
6,1,5,2,2001739
7,0,4,3,2001739
0,7,1,5,2001739
1,6,0,6,2001739
6,9,0,0,2001740
0,0,4,8,2001740
3,5,6,0,2001741
4,4,5,1,2001741
5,3,4,2,2001741
6,2,3,3,2001741
7,1,2,4,2001741
8,0,1,5,2001741
0,1,2,9,2001742
1,0,1,10,2001742
2,7,5,0,2001743
3,6,4,1,2001743
4,5,3,2,2001743
5,4,2,3,2001743
6,3,1,4,2001743
7,2,0,5,2001743
1,1,9,2,2001744
2,0,8,3,2001744
0,2,0,10,2001744
1,9,4,0,2001745
2,8,3,1,2001745
3,7,2,2,2001745
4,6,1,3,2001745
5,5,0,4,2001745
0,3,8,2,2001746
1,2,7,3,2001746
2,1,6,4,2001746
3,0,5,5,2001746
9,2,4,0,2001747
2,9,1,2,2001747
3,8,0,3,2001747
0,4,6,3,2001748
1,3,5,4,2001748
2,2,4,5,2001748
3,1,3,6,2001748
4,0,2,7,2001748
8,4,3,0,2001749
9,3,2,1,2001749
5,0,9,0,2001750
0,5,4,4,2001750
1,4,3,5,2001750
2,3,2,6,2001750
3,2,1,7,2001750
4,1,0,8,2001750
7,6,2,0,2001751
8,5,1,1,2001751
9,4,0,2,2001751
4,2,8,0,2001752
5,1,7,1,2001752
6,0,6,2,2001752
0,6,2,5,2001752
1,5,1,6,2001752
2,4,0,7,2001752
6,8,1,0,2001753
7,7,0,1,2001753
3,4,7,0,2001754
4,3,6,1,2001754
5,2,5,2,2001754
6,1,4,3,2001754
7,0,3,4,2001754
0,7,0,6,2001754
0,0,3,9,2001755
2,6,6,0,2001756
3,5,5,1,2001756
4,4,4,2,2001756
5,3,3,3,2001756
6,2,2,4,2001756
7,1,1,5,2001756
8,0,0,6,2001756
0,1,1,10,2001757
1,8,5,0,2001758
2,7,4,1,2001758
3,6,3,2,2001758
4,5,2,3,2001758
5,4,1,4,2001758
6,3,0,5,2001758
0,2,9,2,2001759
1,1,8,3,2001759
2,0,7,4,2001759
9,1,5,0,2001760
1,9,3,1,2001760
2,8,2,2,2001760
3,7,1,3,2001760
4,6,0,4,2001760
0,3,7,3,2001761
1,2,6,4,2001761
2,1,5,5,2001761
3,0,4,6,2001761
8,3,4,0,2001762
9,2,3,1,2001762
2,9,0,3,2001762
0,4,5,4,2001763
1,3,4,5,2001763
2,2,3,6,2001763
3,1,2,7,2001763
4,0,1,8,2001763
7,5,3,0,2001764
8,4,2,1,2001764
9,3,1,2,2001764
4,1,9,0,2001765
5,0,8,1,2001765
0,5,3,5,2001765
1,4,2,6,2001765
2,3,1,7,2001765
3,2,0,8,2001765
6,7,2,0,2001766
7,6,1,1,2001766
8,5,0,2,2001766
3,3,8,0,2001767
4,2,7,1,2001767
5,1,6,2,2001767
6,0,5,3,2001767
0,6,1,6,2001767
1,5,0,7,2001767
5,9,1,0,2001768
6,8,0,1,2001768
2,5,7,0,2001769
3,4,6,1,2001769
4,3,5,2,2001769
5,2,4,3,2001769
6,1,3,4,2001769
7,0,2,5,2001769
0,0,2,10,2001770
1,7,6,0,2001771
2,6,5,1,2001771
3,5,4,2,2001771
4,4,3,3,2001771
5,3,2,4,2001771
6,2,1,5,2001771
7,1,0,6,2001771
1,0,9,3,2001772
0,9,5,0,2001773
9,0,6,0,2001773
1,8,4,1,2001773
2,7,3,2,2001773
3,6,2,3,2001773
4,5,1,4,2001773
5,4,0,5,2001773
0,2,8,3,2001774
1,1,7,4,2001774
2,0,6,5,2001774
8,2,5,0,2001775
9,1,4,1,2001775
1,9,2,2,2001775
2,8,1,3,2001775
3,7,0,4,2001775
0,3,6,4,2001776
1,2,5,5,2001776
2,1,4,6,2001776
3,0,3,7,2001776
7,4,4,0,2001777
8,3,3,1,2001777
9,2,2,2,2001777
0,4,4,5,2001778
1,3,3,6,2001778
2,2,2,7,2001778
3,1,1,8,2001778
4,0,0,9,2001778
6,6,3,0,2001779
7,5,2,1,2001779
8,4,1,2,2001779
9,3,0,3,2001779
3,2,9,0,2001780
4,1,8,1,2001780
5,0,7,2,2001780
0,5,2,6,2001780
1,4,1,7,2001780
2,3,0,8,2001780
5,8,2,0,2001781
6,7,1,1,2001781
7,6,0,2,2001781
2,4,8,0,2001782
3,3,7,1,2001782
4,2,6,2,2001782
5,1,5,3,2001782
6,0,4,4,2001782
0,6,0,7,2001782
5,9,0,1,2001783
1,6,7,0,2001784
2,5,6,1,2001784
3,4,5,2,2001784
4,3,4,3,2001784
5,2,3,4,2001784
6,1,2,5,2001784
7,0,1,6,2001784
0,8,6,0,2001786
1,7,5,1,2001786
2,6,4,2,2001786
3,5,3,3,2001786
4,4,2,4,2001786
5,3,1,5,2001786
6,2,0,6,2001786
0,1,9,3,2001787
1,0,8,4,2001787
8,1,6,0,2001788
0,9,4,1,2001788
9,0,5,1,2001788
1,8,3,2,2001788
2,7,2,3,2001788
3,6,1,4,2001788
4,5,0,5,2001788
0,2,7,4,2001789
1,1,6,5,2001789
2,0,5,6,2001789
7,3,5,0,2001790
8,2,4,1,2001790
9,1,3,2,2001790
1,9,1,3,2001790
2,8,0,4,2001790
0,3,5,5,2001791
1,2,4,6,2001791
2,1,3,7,2001791
3,0,2,8,2001791
6,5,4,0,2001792
7,4,3,1,2001792
8,3,2,2,2001792
9,2,1,3,2001792
4,0,9,1,2001793
0,4,3,6,2001793
1,3,2,7,2001793
2,2,1,8,2001793
3,1,0,9,2001793
5,7,3,0,2001794
6,6,2,1,2001794
7,5,1,2,2001794
8,4,0,3,2001794
2,3,9,0,2001795
3,2,8,1,2001795
4,1,7,2,2001795
5,0,6,3,2001795
0,5,1,7,2001795
1,4,0,8,2001795
4,9,2,0,2001796
5,8,1,1,2001796
6,7,0,2,2001796
1,5,8,0,2001797
2,4,7,1,2001797
3,3,6,2,2001797
4,2,5,3,2001797
5,1,4,4,2001797
6,0,3,5,2001797
0,7,7,0,2001799
1,6,6,1,2001799
2,5,5,2,2001799
3,4,4,3,2001799
4,3,3,4,2001799
5,2,2,5,2001799
6,1,1,6,2001799
7,0,0,7,2001799
8,0,7,0,2001801
0,8,5,1,2001801
1,7,4,2,2001801
2,6,3,3,2001801
3,5,2,4,2001801
4,4,1,5,2001801
5,3,0,6,2001801
0,1,8,4,2001802
1,0,7,5,2001802
7,2,6,0,2001803
8,1,5,1,2001803
0,9,3,2,2001803
9,0,4,2,2001803
1,8,2,3,2001803
2,7,1,4,2001803
3,6,0,5,2001803
0,2,6,5,2001804
1,1,5,6,2001804
2,0,4,7,2001804
6,4,5,0,2001805
7,3,4,1,2001805
8,2,3,2,2001805
9,1,2,3,2001805
1,9,0,4,2001805
0,3,4,6,2001806
1,2,3,7,2001806
2,1,2,8,2001806
3,0,1,9,2001806
5,6,4,0,2001807
6,5,3,1,2001807
7,4,2,2,2001807
8,3,1,3,2001807
9,2,0,4,2001807
3,1,9,1,2001808
4,0,8,2,2001808
0,4,2,7,2001808
1,3,1,8,2001808
2,2,0,9,2001808
4,8,3,0,2001809
5,7,2,1,2001809
6,6,1,2,2001809
7,5,0,3,2001809
1,4,9,0,2001810
2,3,8,1,2001810
3,2,7,2,2001810
4,1,6,3,2001810
