"ibe","2M","4M","6M","MM"
0,7,4,2,10,3007
0,3,1,9,9,3008
0,4,0,8,10,3008
0,8,4,9,3,3009
0,9,3,8,4,3009
0,3,9,4,7,3009
0,4,8,3,8,3009
0,5,7,2,9,3009
0,6,6,1,10,3009
0,1,4,9,8,3010
0,2,3,8,9,3010
0,3,2,7,10,3010
0,6,7,9,2,3011
0,7,6,8,3,3011
0,8,5,7,4,3011
0,9,4,6,5,3011
0,4,9,1,9,3011
0,5,8,0,10,3011
0,0,6,8,8,3012
0,1,5,7,9,3012
0,2,4,6,10,3012
0,5,9,8,2,3013
0,6,8,7,3,3013
0,7,7,6,4,3013
0,8,6,5,5,3013
0,9,5,4,6,3013
0,7,0,9,7,3014
0,0,7,6,9,3014
0,1,6,5,10,3014
0,6,9,5,4,3015
0,7,8,4,5,3015
0,8,7,3,6,3015
0,9,6,2,7,3015
0,5,3,9,6,3016
0,6,2,8,7,3016
0,7,1,7,8,3016
0,8,0,6,9,3016
0,0,8,4,10,3016
0,7,9,2,6,3017
0,8,8,1,7,3017
0,9,7,0,8,3017
0,3,6,9,5,3018
0,4,5,8,6,3018
0,5,4,7,7,3018
0,6,3,6,8,3018
0,7,2,5,9,3018
0,8,1,4,10,3018
0,9,8,8,0,3019
0,1,9,9,4,3020
0,2,8,8,5,3020
0,3,7,7,6,3020
0,4,6,6,7,3020
0,5,5,5,8,3020
0,6,4,4,9,3020
0,7,3,3,10,3020
0,9,9,6,1,3021
0,9,2,9,4,3022
0,2,9,6,6,3022
0,3,8,5,7,3022
0,4,7,4,8,3022
0,5,6,3,9,3022
0,6,5,2,10,3022
0,2,2,9,9,3023
0,3,1,8,10,3023
0,7,5,9,3,3024
0,8,4,8,4,3024
0,9,3,7,5,3024
0,3,9,3,8,3024
0,4,8,2,9,3024
0,5,7,1,10,3024
0,0,5,9,8,3025
0,1,4,8,9,3025
0,2,3,7,10,3025
0,5,8,9,2,3026
0,6,7,8,3,3026
0,7,6,7,4,3026
0,8,5,6,5,3026
0,9,4,5,6,3026
0,4,9,0,10,3026
0,0,6,7,9,3027
0,1,5,6,10,3027
0,5,9,7,3,3028
0,6,8,6,4,3028
0,7,7,5,5,3028
0,8,6,4,6,3028
0,9,5,3,7,3028
0,6,1,9,7,3029
0,7,0,8,8,3029
0,0,7,5,10,3029
0,6,9,4,5,3030
0,7,8,3,6,3030
0,8,7,2,7,3030
0,9,6,1,8,3030
0,4,4,9,6,3031
0,5,3,8,7,3031
0,6,2,7,8,3031
0,7,1,6,9,3031
0,8,0,5,10,3031
0,9,7,9,0,3032
0,7,9,1,7,3032
0,8,8,0,8,3032
0,2,7,9,5,3033
0,3,6,8,6,3033
0,4,5,7,7,3033
0,5,4,6,8,3033
0,6,3,5,9,3033
0,7,2,4,10,3033
0,8,9,8,0,3034
0,9,8,7,1,3034
0,1,9,8,5,3035
0,2,8,7,6,3035
0,3,7,6,7,3035
0,4,6,5,8,3035
0,5,5,4,9,3035
0,6,4,3,10,3035
0,9,9,5,2,3036
0,3,0,9,10,3036
0,8,3,9,4,3037
0,9,2,8,5,3037
0,2,9,5,7,3037
0,3,8,4,8,3037
0,4,7,3,9,3037
0,5,6,2,10,3037
0,1,3,9,9,3038
0,2,2,8,10,3038
0,6,6,9,3,3039
0,7,5,8,4,3039
0,8,4,7,5,3039
0,9,3,6,6,3039
0,3,9,2,9,3039
0,4,8,1,10,3039
0,0,5,8,9,3040
0,1,4,7,10,3040
0,4,9,9,2,3041
0,5,8,8,3,3041
0,6,7,7,4,3041
0,7,6,6,5,3041
0,8,5,5,6,3041
0,9,4,4,7,3041
0,0,6,6,10,3042
0,5,9,6,4,3043
0,6,8,5,5,3043
0,7,7,4,6,3043
0,8,6,3,7,3043
0,9,5,2,8,3043
0,5,2,9,7,3044
0,6,1,8,8,3044
0,7,0,7,9,3044
0,6,9,3,6,3045
0,7,8,2,7,3045
0,8,7,1,8,3045
0,9,6,0,9,3045
0,3,5,9,6,3046
0,4,4,8,7,3046
0,5,3,7,8,3046
0,6,2,6,9,3046
0,7,1,5,10,3046
0,8,8,9,0,3047
0,9,7,8,1,3047
0,7,9,0,8,3047
0,1,8,9,5,3048
0,2,7,8,6,3048
0,3,6,7,7,3048
0,4,5,6,8,3048
0,5,4,5,9,3048
0,6,3,4,10,3048
0,8,9,7,1,3049
0,9,8,6,2,3049
0,9,1,9,5,3050
0,1,9,7,6,3050
0,2,8,6,7,3050
0,3,7,5,8,3050
0,4,6,4,9,3050
0,5,5,3,10,3050
0,9,9,4,3,3051
0,2,1,9,10,3051
0,7,4,9,4,3052
0,8,3,8,5,3052
0,9,2,7,6,3052
0,2,9,4,8,3052
0,3,8,3,9,3052
0,4,7,2,10,3052
0,0,4,9,9,3053
0,1,3,8,10,3053
0,5,7,9,3,3054
0,6,6,8,4,3054
0,7,5,7,5,3054
0,8,4,6,6,3054
0,9,3,5,7,3054
0,3,9,1,10,3054
0,0,5,7,10,3055
0,4,9,8,3,3056
0,5,8,7,4,3056
0,6,7,6,5,3056
0,7,6,5,6,3056
0,8,5,4,7,3056
0,9,4,3,8,3056
0,6,0,9,8,3057
0,5,9,5,5,3058
0,6,8,4,6,3058
0,7,7,3,7,3058
0,8,6,2,8,3058
0,9,5,1,9,3058
0,4,3,9,7,3059
0,5,2,8,8,3059
0,6,1,7,9,3059
0,7,0,6,10,3059
0,9,6,9,1,3060
0,6,9,2,7,3060
0,7,8,1,8,3060
0,8,7,0,9,3060
0,2,6,9,6,3061
0,3,5,8,7,3061
0,4,4,7,8,3061
0,5,3,6,9,3061
0,6,2,5,10,3061
0,7,9,9,0,3062
0,8,8,8,1,3062
0,9,7,7,2,3062
0,0,9,9,5,3063
0,1,8,8,6,3063
0,2,7,7,7,3063
0,3,6,6,8,3063
0,4,5,5,9,3063
0,5,4,4,10,3063
0,8,9,6,2,3064
0,9,8,5,3,3064
0,2,0,10,10,3064
0,8,2,9,5,3065
0,9,1,8,6,3065
0,1,9,6,7,3065
0,2,8,5,8,3065
0,3,7,4,9,3065
0,4,6,3,10,3065
0,9,9,3,4,3066
0,1,2,9,10,3066
0,6,5,9,4,3067
0,7,4,8,5,3067
0,8,3,7,6,3067
0,9,2,6,7,3067
0,2,9,3,9,3067
0,3,8,2,10,3067
0,0,4,8,10,3068
0,4,8,9,3,3069
0,5,7,8,4,3069
0,6,6,7,5,3069
0,7,5,6,6,3069
0,8,4,5,7,3069
0,9,3,4,8,3069
0,4,9,7,4,3071
0,5,8,6,5,3071
0,6,7,5,6,3071
0,7,6,4,7,3071
0,8,5,3,8,3071
0,9,4,2,9,3071
0,5,1,9,8,3072
0,6,0,8,9,3072
0,5,9,4,6,3073
0,6,8,3,7,3073
0,7,7,2,8,3073
0,8,6,1,9,3073
0,9,5,0,10,3073
0,3,4,9,7,3074
0,4,3,8,8,3074
0,5,2,7,9,3074
0,6,1,6,10,3074
0,8,7,9,1,3075
0,9,6,8,2,3075
0,6,9,1,8,3075
0,7,8,0,9,3075
0,1,7,9,6,3076
0,2,6,8,7,3076
0,3,5,7,8,3076
0,4,4,6,9,3076
0,5,3,5,10,3076
0,7,9,8,1,3077
0,8,8,7,2,3077
0,9,7,6,3,3077
0,0,9,8,6,3078
0,9,0,9,6,3078
0,1,8,7,7,3078
0,2,7,6,8,3078
0,3,6,5,9,3078
0,4,5,4,10,3078
0,8,9,5,3,3079
0,9,8,4,4,3079
0,1,1,10,10,3079
0,7,3,9,5,3080
0,8,2,8,6,3080
0,9,1,7,7,3080
0,1,9,5,8,3080
0,2,8,4,9,3080
0,3,7,3,10,3080
0,9,9,2,5,3081
0,0,3,9,10,3081
0,5,6,9,4,3082
0,6,5,8,5,3082
0,7,4,7,6,3082
0,8,3,6,7,3082
0,9,2,5,8,3082
0,2,9,2,10,3082
0,3,9,9,3,3084
0,4,8,8,4,3084
0,5,7,7,5,3084
0,6,6,6,6,3084
0,7,5,5,7,3084
0,8,4,4,8,3084
0,9,3,3,9,3084
0,4,9,6,5,3086
0,5,8,5,6,3086
0,6,7,4,7,3086
0,7,6,3,8,3086
0,8,5,2,9,3086
0,9,4,1,10,3086
0,4,2,9,8,3087
0,5,1,8,9,3087
0,6,0,7,10,3087
0,9,5,9,2,3088
0,5,9,3,7,3088
0,6,8,2,8,3088
0,7,7,1,9,3088
0,8,6,0,10,3088
0,2,5,9,7,3089
0,3,4,8,8,3089
0,4,3,7,9,3089
0,5,2,6,10,3089
0,7,8,9,1,3090
0,8,7,8,2,3090
0,9,6,7,3,3090
0,6,9,0,9,3090
0,0,8,9,6,3091
0,1,7,8,7,3091
0,2,6,7,8,3091
0,3,5,6,9,3091
0,4,4,5,10,3091
0,7,9,7,2,3092
0,8,8,6,3,3092
0,9,7,5,4,3092
0,8,1,9,6,3093
0,0,9,7,7,3093
0,9,0,8,7,3093
0,1,8,6,8,3093
0,2,7,5,9,3093
0,3,6,4,10,3093
0,8,9,4,4,3094
0,9,8,3,5,3094
0,0,2,10,10,3094
0,6,4,9,5,3095
0,7,3,8,6,3095
0,8,2,7,7,3095
0,9,1,6,8,3095
0,1,9,4,9,3095
0,2,8,3,10,3095
0,9,9,1,6,3096
0,4,7,9,4,3097
0,5,6,8,5,3097
0,6,5,7,6,3097
0,7,4,6,7,3097
0,8,3,5,8,3097
0,9,2,4,9,3097
0,3,9,8,4,3099
0,4,8,7,5,3099
0,5,7,6,6,3099
0,6,6,5,7,3099
0,7,5,4,8,3099
0,8,4,3,9,3099
0,9,3,2,10,3099
0,5,0,9,9,3100
0,4,9,5,6,3101
0,5,8,4,7,3101
0,6,7,3,8,3101
0,7,6,2,9,3101
0,8,5,1,10,3101
0,3,3,9,8,3102
0,4,2,8,9,3102
0,5,1,7,10,3102
0,8,6,9,2,3103
0,9,5,8,3,3103
0,5,9,2,8,3103
0,6,8,1,9,3103
0,7,7,0,10,3103
0,1,6,9,7,3104
0,2,5,8,8,3104
0,3,4,7,9,3104
0,4,3,6,10,3104
0,6,9,9,1,3105
0,7,8,8,2,3105
0,8,7,7,3,3105
0,9,6,6,4,3105
0,0,8,8,7,3106
0,1,7,7,8,3106
0,2,6,6,9,3106
0,3,5,5,10,3106
0,7,9,6,3,3107
0,8,8,5,4,3107
0,9,7,4,5,3107
0,7,2,9,6,3108
0,8,1,8,7,3108
0,0,9,6,8,3108
0,9,0,7,8,3108
0,1,8,5,9,3108
0,2,7,4,10,3108
0,8,9,3,5,3109
0,9,8,2,6,3109
0,5,5,9,5,3110
0,6,4,8,6,3110
0,7,3,7,7,3110
0,8,2,6,8,3110
0,9,1,5,9,3110
0,1,9,3,10,3110
0,9,9,0,7,3111
0,3,8,9,4,3112
0,4,7,8,5,3112
0,5,6,7,6,3112
0,6,5,6,7,3112
0,7,4,5,8,3112
0,8,3,4,9,3112
0,9,2,3,10,3112
0,3,9,7,5,3114
0,4,8,6,6,3114
0,5,7,5,7,3114
0,6,6,4,8,3114
0,7,5,3,9,3114
0,8,4,2,10,3114
0,4,1,9,9,3115
0,5,0,8,10,3115
0,9,4,9,3,3116
0,4,9,4,7,3116
0,5,8,3,8,3116
0,6,7,2,9,3116
0,7,6,1,10,3116
0,2,4,9,8,3117
0,3,3,8,9,3117
0,4,2,7,10,3117
0,7,7,9,2,3118
0,8,6,8,3,3118
0,9,5,7,4,3118
0,5,9,1,9,3118
0,6,8,0,10,3118
0,0,7,9,7,3119
0,1,6,8,8,3119
0,2,5,7,9,3119
0,3,4,6,10,3119
0,6,9,8,2,3120
0,7,8,7,3,3120
0,8,7,6,4,3120
0,9,6,5,5,3120
0,8,0,9,7,3121
0,0,8,7,8,3121
0,1,7,6,9,3121
0,2,6,5,10,3121
0,7,9,5,4,3122
0,8,8,4,5,3122
0,9,7,3,6,3122
0,6,3,9,6,3123
0,7,2,8,7,3123
0,8,1,7,8,3123
0,0,9,5,9,3123
0,9,0,6,9,3123
0,1,8,4,10,3123
0,8,9,2,6,3124
0,9,8,1,7,3124
0,4,6,9,5,3125
0,5,5,8,6,3125
0,6,4,7,7,3125
0,7,3,6,8,3125
0,8,2,5,9,3125
0,9,1,4,10,3125
0,2,9,9,4,3127
0,3,8,8,5,3127
0,4,7,7,6,3127
0,5,6,6,7,3127
0,6,5,5,8,3127
0,7,4,4,9,3127
0,8,3,3,10,3127
0,3,9,6,6,3129
0,4,8,5,7,3129
0,5,7,4,8,3129
0,6,6,3,9,3129
0,7,5,2,10,3129
0,3,2,9,9,3130
0,4,1,8,10,3130
0,8,5,9,3,3131
0,9,4,8,4,3131
0,4,9,3,8,3131
0,5,8,2,9,3131
0,6,7,1,10,3131
0,1,5,9,8,3132
0,2,4,8,9,3132
0,3,3,7,10,3132
0,6,8,9,2,3133
0,7,7,8,3,3133
0,8,6,7,4,3133
0,9,5,6,5,3133
0,5,9,0,10,3133
0,0,7,8,8,3134
0,1,6,7,9,3134
0,2,5,6,10,3134
0,6,9,7,3,3135
0,7,8,6,4,3135
0,8,7,5,5,3135
0,9,6,4,6,3135
0,7,1,9,7,3136
0,8,0,8,8,3136
0,0,8,6,9,3136
0,1,7,5,10,3136
0,7,9,4,5,3137
0,8,8,3,6,3137
0,9,7,2,7,3137
0,5,4,9,6,3138
0,6,3,8,7,3138
0,7,2,7,8,3138
0,8,1,6,9,3138
0,0,9,4,10,3138
0,9,0,5,10,3138
0,8,9,1,7,3139
0,9,8,0,8,3139
0,3,7,9,5,3140
0,4,6,8,6,3140
0,5,5,7,7,3140
0,6,4,6,8,3140
0,7,3,5,9,3140
0,8,2,4,10,3140
0,9,9,8,0,3141
0,2,9,8,5,3142
0,3,8,7,6,3142
0,4,7,6,7,3142
0,5,6,5,8,3142
0,6,5,4,9,3142
0,7,4,3,10,3142
0,4,0,9,10,3143
0,9,3,9,4,3144
0,3,9,5,7,3144
0,4,8,4,8,3144
0,5,7,3,9,3144
0,6,6,2,10,3144
0,2,3,9,9,3145
0,3,2,8,10,3145
0,7,6,9,3,3146
0,8,5,8,4,3146
0,9,4,7,5,3146
0,4,9,2,9,3146
0,5,8,1,10,3146
0,0,6,9,8,3147
0,1,5,8,9,3147
0,2,4,7,10,3147
0,5,9,9,2,3148
0,6,8,8,3,3148
0,7,7,7,4,3148
0,8,6,6,5,3148
0,9,5,5,6,3148
0,0,7,7,9,3149
0,1,6,6,10,3149
0,6,9,6,4,3150
0,7,8,5,5,3150
0,8,7,4,6,3150
0,9,6,3,7,3150
0,6,2,9,7,3151
0,7,1,8,8,3151
0,8,0,7,9,3151
0,0,8,5,10,3151
0,7,9,3,6,3152
0,8,8,2,7,3152
0,9,7,1,8,3152
0,4,5,9,6,3153
0,5,4,8,7,3153
0,6,3,7,8,3153
0,7,2,6,9,3153
0,8,1,5,10,3153
0,9,8,9,0,3154
0,8,9,0,8,3154
0,2,8,9,5,3155
0,3,7,8,6,3155
0,4,6,7,7,3155
0,5,5,6,8,3155
0,6,4,5,9,3155
0,7,3,4,10,3155
0,9,9,7,1,3156
0,2,9,7,6,3157
0,3,8,6,7,3157
0,4,7,5,8,3157
0,5,6,4,9,3157
0,6,5,3,10,3157
0,3,1,9,10,3158
0,8,4,9,4,3159
0,9,3,8,5,3159
0,3,9,4,8,3159
0,4,8,3,9,3159
0,5,7,2,10,3159
0,1,4,9,9,3160
0,2,3,8,10,3160
0,6,7,9,3,3161
0,7,6,8,4,3161
0,8,5,7,5,3161
0,9,4,6,6,3161
0,4,9,1,10,3161
0,0,6,8,9,3162
0,1,5,7,10,3162
0,5,9,8,3,3163
0,6,8,7,4,3163
0,7,7,6,5,3163
0,8,6,5,6,3163
0,9,5,4,7,3163
0,7,0,9,8,3164
0,0,7,6,10,3164
0,6,9,5,5,3165
0,7,8,4,6,3165
0,8,7,3,7,3165
0,9,6,2,8,3165
0,5,3,9,7,3166
0,6,2,8,8,3166
0,7,1,7,9,3166
0,8,0,6,10,3166
0,7,9,2,7,3167
0,8,8,1,8,3167
0,9,7,0,9,3167
0,3,6,9,6,3168
0,4,5,8,7,3168
0,5,4,7,8,3168
0,6,3,6,9,3168
0,7,2,5,10,3168
0,8,9,9,0,3169
0,9,8,8,1,3169
0,1,9,9,5,3170
0,2,8,8,6,3170
0,3,7,7,7,3170
0,4,6,6,8,3170
0,5,5,5,9,3170
0,6,4,4,10,3170
0,9,9,6,2,3171
0,3,0,10,10,3171
0,9,2,9,5,3172
0,2,9,6,7,3172
0,3,8,5,8,3172
0,4,7,4,9,3172
0,5,6,3,10,3172
0,2,2,9,10,3173
0,7,5,9,4,3174
0,8,4,8,5,3174
0,9,3,7,6,3174
0,3,9,3,9,3174
0,4,8,2,10,3174
0,0,5,9,9,3175
0,1,4,8,10,3175
0,5,8,9,3,3176
0,6,7,8,4,3176
0,7,6,7,5,3176
0,8,5,6,6,3176
0,9,4,5,7,3176
0,0,6,7,10,3177
0,5,9,7,4,3178
0,6,8,6,5,3178
0,7,7,5,6,3178
0,8,6,4,7,3178
0,9,5,3,8,3178
0,6,1,9,8,3179
0,7,0,8,9,3179
0,6,9,4,6,3180
0,7,8,3,7,3180
0,8,7,2,8,3180
0,9,6,1,9,3180
0,4,4,9,7,3181
0,5,3,8,8,3181
0,6,2,7,9,3181
0,7,1,6,10,3181
0,9,7,9,1,3182
0,7,9,1,8,3182
0,8,8,0,9,3182
0,2,7,9,6,3183
0,3,6,8,7,3183
0,4,5,7,8,3183
0,5,4,6,9,3183
0,6,3,5,10,3183
0,8,9,8,1,3184
0,9,8,7,2,3184
0,1,9,8,6,3185
0,2,8,7,7,3185
0,3,7,6,8,3185
0,4,6,5,9,3185
0,5,5,4,10,3185
0,9,9,5,3,3186
0,2,1,10,10,3186
0,8,3,9,5,3187
0,9,2,8,6,3187
0,2,9,5,8,3187
0,3,8,4,9,3187
0,4,7,3,10,3187
0,1,3,9,10,3188
0,6,6,9,4,3189
0,7,5,8,5,3189
0,8,4,7,6,3189
0,9,3,6,7,3189
0,3,9,2,10,3189
0,0,5,8,10,3190
0,4,9,9,3,3191
0,5,8,8,4,3191
0,6,7,7,5,3191
0,7,6,6,6,3191
0,8,5,5,7,3191
0,9,4,4,8,3191
0,5,9,6,5,3193
0,6,8,5,6,3193
0,7,7,4,7,3193
0,8,6,3,8,3193
0,9,5,2,9,3193
0,5,2,9,8,3194
0,6,1,8,9,3194
0,7,0,7,10,3194
0,6,9,3,7,3195
0,7,8,2,8,3195
0,8,7,1,9,3195
0,9,6,0,10,3195
0,3,5,9,7,3196
0,4,4,8,8,3196
0,5,3,7,9,3196
0,6,2,6,10,3196
0,8,8,9,1,3197
0,9,7,8,2,3197
0,7,9,0,9,3197
0,1,8,9,6,3198
0,2,7,8,7,3198
0,3,6,7,8,3198
0,4,5,6,9,3198
0,5,4,5,10,3198
0,8,9,7,2,3199
0,9,8,6,3,3199
0,9,1,9,6,3200
0,1,9,7,7,3200
0,2,8,6,8,3200
0,3,7,5,9,3200
0,4,6,4,10,3200
0,9,9,4,4,3201
0,1,2,10,10,3201
0,7,4,9,5,3202
0,8,3,8,6,3202
0,9,2,7,7,3202
0,2,9,4,9,3202
0,3,8,3,10,3202
0,0,4,9,10,3203
0,5,7,9,4,3204
0,6,6,8,5,3204
0,7,5,7,6,3204
0,8,4,6,7,3204
0,9,3,5,8,3204
0,4,9,8,4,3206
0,5,8,7,5,3206
0,6,7,6,6,3206
0,7,6,5,7,3206
0,8,5,4,8,3206
0,9,4,3,9,3206
0,6,0,9,9,3207
0,5,9,5,6,3208
0,6,8,4,7,3208
0,7,7,3,8,3208
0,8,6,2,9,3208
0,9,5,1,10,3208
0,4,3,9,8,3209
0,5,2,8,9,3209
0,6,1,7,10,3209
0,9,6,9,2,3210
0,6,9,2,8,3210
0,7,8,1,9,3210
0,8,7,0,10,3210
0,2,6,9,7,3211
0,3,5,8,8,3211
0,4,4,7,9,3211
0,5,3,6,10,3211
0,7,9,9,1,3212
0,8,8,8,2,3212
0,9,7,7,3,3212
0,0,9,9,6,3213
0,1,8,8,7,3213
0,2,7,7,8,3213
0,3,6,6,9,3213
0,4,5,5,10,3213
0,8,9,6,3,3214
0,9,8,5,4,3214
0,8,2,9,6,3215
0,9,1,8,7,3215
0,1,9,6,8,3215
0,2,8,5,9,3215
0,3,7,4,10,3215
0,9,9,3,5,3216
0,0,3,10,10,3216
0,6,5,9,5,3217
0,7,4,8,6,3217
0,8,3,7,7,3217
0,9,2,6,8,3217
0,2,9,3,10,3217
0,4,8,9,4,3219
0,5,7,8,5,3219
0,6,6,7,6,3219
0,7,5,6,7,3219
0,8,4,5,8,3219
0,9,3,4,9,3219
0,4,9,7,5,3221
0,5,8,6,6,3221
0,6,7,5,7,3221
0,7,6,4,8,3221
0,8,5,3,9,3221
0,9,4,2,10,3221
0,5,1,9,9,3222
0,6,0,8,10,3222
0,5,9,4,7,3223
0,6,8,3,8,3223
0,7,7,2,9,3223
0,8,6,1,10,3223
0,3,4,9,8,3224
0,4,3,8,9,3224
0,5,2,7,10,3224
0,8,7,9,2,3225
0,9,6,8,3,3225
0,6,9,1,9,3225
0,7,8,0,10,3225
0,1,7,9,7,3226
0,2,6,8,8,3226
0,3,5,7,9,3226
0,4,4,6,10,3226
0,7,9,8,2,3227
0,8,8,7,3,3227
0,9,7,6,4,3227
0,0,9,8,7,3228
0,9,0,9,7,3228
0,1,8,7,8,3228
0,2,7,6,9,3228
0,3,6,5,10,3228
0,8,9,5,4,3229
0,9,8,4,5,3229
0,7,3,9,6,3230
0,8,2,8,7,3230
0,9,1,7,8,3230
0,1,9,5,9,3230
0,2,8,4,10,3230
0,9,9,2,6,3231
0,5,6,9,5,3232
0,6,5,8,6,3232
0,7,4,7,7,3232
0,8,3,6,8,3232
0,9,2,5,9,3232
0,3,9,9,4,3234
0,4,8,8,5,3234
0,5,7,7,6,3234
0,6,6,6,7,3234
0,7,5,5,8,3234
0,8,4,4,9,3234
0,9,3,3,10,3234
0,4,9,6,6,3236
0,5,8,5,7,3236
0,6,7,4,8,3236
0,7,6,3,9,3236
0,8,5,2,10,3236
0,4,2,9,9,3237
0,5,1,8,10,3237
0,9,5,9,3,3238
0,5,9,3,8,3238
0,6,8,2,9,3238
0,7,7,1,10,3238
0,2,5,9,8,3239
0,3,4,8,9,3239
0,4,3,7,10,3239
0,7,8,9,2,3240
0,8,7,8,3,3240
0,9,6,7,4,3240
0,6,9,0,10,3240
0,0,8,9,7,3241
0,1,7,8,8,3241
0,2,6,7,9,3241
0,3,5,6,10,3241
0,7,9,7,3,3242
0,8,8,6,4,3242
0,9,7,5,5,3242
0,8,1,9,7,3243
0,0,9,7,8,3243
0,9,0,8,8,3243
0,1,8,6,9,3243
0,2,7,5,10,3243
0,8,9,4,5,3244
0,9,8,3,6,3244
0,6,4,9,6,3245
0,7,3,8,7,3245
0,8,2,7,8,3245
0,9,1,6,9,3245
0,1,9,4,10,3245
0,9,9,1,7,3246
0,4,7,9,5,3247
0,5,6,8,6,3247
0,6,5,7,7,3247
0,7,4,6,8,3247
0,8,3,5,9,3247
0,9,2,4,10,3247
0,3,9,8,5,3249
0,4,8,7,6,3249
0,5,7,6,7,3249
0,6,6,5,8,3249
0,7,5,4,9,3249
0,8,4,3,10,3249
0,5,0,9,10,3250
0,4,9,5,7,3251
0,5,8,4,8,3251
0,6,7,3,9,3251
0,7,6,2,10,3251
0,3,3,9,9,3252
0,4,2,8,10,3252
0,8,6,9,3,3253
0,9,5,8,4,3253
0,5,9,2,9,3253
0,6,8,1,10,3253
0,1,6,9,8,3254
0,2,5,8,9,3254
0,3,4,7,10,3254
0,6,9,9,2,3255
0,7,8,8,3,3255
0,8,7,7,4,3255
0,9,6,6,5,3255
0,0,8,8,8,3256
0,1,7,7,9,3256
0,2,6,6,10,3256
0,7,9,6,4,3257
0,8,8,5,5,3257
0,9,7,4,6,3257
0,7,2,9,7,3258
0,8,1,8,8,3258
0,0,9,6,9,3258
0,9,0,7,9,3258
0,1,8,5,10,3258
0,8,9,3,6,3259
0,9,8,2,7,3259
0,5,5,9,6,3260
0,6,4,8,7,3260
0,7,3,7,8,3260
0,8,2,6,9,3260
0,9,1,5,10,3260
0,9,9,0,8,3261
0,3,8,9,5,3262
0,4,7,8,6,3262
0,5,6,7,7,3262
0,6,5,6,8,3262
0,7,4,5,9,3262
0,8,3,4,10,3262
0,3,9,7,6,3264
0,4,8,6,7,3264
0,5,7,5,8,3264
0,6,6,4,9,3264
0,7,5,3,10,3264
0,4,1,9,10,3265
0,9,4,9,4,3266
0,4,9,4,8,3266
0,5,8,3,9,3266
0,6,7,2,10,3266
0,2,4,9,9,3267
0,3,3,8,10,3267
0,7,7,9,3,3268
0,8,6,8,4,3268
0,9,5,7,5,3268
0,5,9,1,10,3268
0,0,7,9,8,3269
0,1,6,8,9,3269
0,2,5,7,10,3269
0,6,9,8,3,3270
0,7,8,7,4,3270
0,8,7,6,5,3270
0,9,6,5,6,3270
0,8,0,9,8,3271
0,0,8,7,9,3271
0,1,7,6,10,3271
0,7,9,5,5,3272
0,8,8,4,6,3272
0,9,7,3,7,3272
0,6,3,9,7,3273
0,7,2,8,8,3273
0,8,1,7,9,3273
0,0,9,5,10,3273
0,9,0,6,10,3273
0,8,9,2,7,3274
0,9,8,1,8,3274
0,4,6,9,6,3275
0,5,5,8,7,3275
0,6,4,7,8,3275
0,7,3,6,9,3275
0,8,2,5,10,3275
0,9,9,9,0,3276
0,2,9,9,5,3277
0,3,8,8,6,3277
0,4,7,7,7,3277
0,5,6,6,8,3277
0,6,5,5,9,3277
0,7,4,4,10,3277
0,4,0,10,10,3278
0,3,9,6,7,3279
0,4,8,5,8,3279
0,5,7,4,9,3279
0,6,6,3,10,3279
0,3,2,9,10,3280
0,8,5,9,4,3281
0,9,4,8,5,3281
0,4,9,3,9,3281
0,5,8,2,10,3281
0,1,5,9,9,3282
0,2,4,8,10,3282
0,6,8,9,3,3283
0,7,7,8,4,3283
0,8,6,7,5,3283
0,9,5,6,6,3283
0,0,7,8,9,3284
0,1,6,7,10,3284
0,6,9,7,4,3285
0,7,8,6,5,3285
0,8,7,5,6,3285
0,9,6,4,7,3285
0,7,1,9,8,3286
0,8,0,8,9,3286
0,0,8,6,10,3286
0,7,9,4,6,3287
0,8,8,3,7,3287
0,9,7,2,8,3287
0,5,4,9,7,3288
0,6,3,8,8,3288
0,7,2,7,9,3288
0,8,1,6,10,3288
0,8,9,1,8,3289
0,9,8,0,9,3289
0,3,7,9,6,3290
0,4,6,8,7,3290
0,5,5,7,8,3290
0,6,4,6,9,3290
0,7,3,5,10,3290
0,9,9,8,1,3291
0,2,9,8,6,3292
0,3,8,7,7,3292
0,4,7,6,8,3292
0,5,6,5,9,3292
0,6,5,4,10,3292
0,3,1,10,10,3293
0,9,3,9,5,3294
0,3,9,5,8,3294
0,4,8,4,9,3294
0,5,7,3,10,3294
0,2,3,9,10,3295
0,7,6,9,4,3296
0,8,5,8,5,3296
0,9,4,7,6,3296
0,4,9,2,10,3296
0,0,6,9,9,3297
0,1,5,8,10,3297
0,5,9,9,3,3298
0,6,8,8,4,3298
0,7,7,7,5,3298
0,8,6,6,6,3298
0,9,5,5,7,3298
0,0,7,7,10,3299
0,6,9,6,5,3300
0,7,8,5,6,3300
0,8,7,4,7,3300
0,9,6,3,8,3300
0,6,2,9,8,3301
0,7,1,8,9,3301
0,8,0,7,10,3301
0,7,9,3,7,3302
0,8,8,2,8,3302
0,9,7,1,9,3302
0,4,5,9,7,3303
0,5,4,8,8,3303
0,6,3,7,9,3303
0,7,2,6,10,3303
0,9,8,9,1,3304
0,8,9,0,9,3304
0,2,8,9,6,3305
0,3,7,8,7,3305
0,4,6,7,8,3305
0,5,5,6,9,3305
0,6,4,5,10,3305
0,9,9,7,2,3306
0,2,9,7,7,3307
0,3,8,6,8,3307
0,4,7,5,9,3307
